txn_id,amount,balance,reference,counterparty,status
972,39874.56,46805.48403797047,fdf24d90-b7b6-44f7-a61a-19c7146ae585,Green Tech LLP,matched
973,31314.84,15490.644037970469,5ca18e03-e3e9-4066-a74c-9d13edb661f0,BlueStar Enterprises LLP,matched
974,12849.02,28339.66403797047,3c30f8b2-08a7-459c-a48f-7fd1fa02ada5,Green Traders Pvt Ltd,matched
975,9622.9,37962.56403797047,4027b0f3-9636-41b1-beea-58400c2fe6ac,BlueStar Solutions Ltd,matched
976,4799.0599999999995,42761.62403797047,34ef825c-748a-4b9a-8d1c-e8cdfdd83c93,Green Traders Pvt Ltd,matched
977,40120.0,2641.6240379704686,aa996ce1-5380-445b-9d8f-407c6f577261,Om Sai Logistics Ltd,matched
978,45468.94,48110.56403797047,72238cf9-c7f8-4a9c-b046-d5183d91ea31,Green Enterprises Ltd,matched
979,18609.78,29500.784037970472,c941d447-e407-4526-8048-37bc1e84dabb,Green Enterprises Ltd,matched
980,208686.54,238187.32403797048,ee3ccdc7-7398-4ac6-814b-e1936196477d,Global Enterprises Ltd,matched
981,11830.68,250018.00403797047,ea378f8e-2d10-4aad-b598-719815f4fdbf,Apex Tech Ltd,matched
982,34218.0,284236.00403797044,7094fb96-9f04-4f42-827d-97687e05e0c8,Om Sai Logistics LTD,partial
983,373445.26,657681.2640379705,817e5f06-8499-4071-b552-04952ecad038,Green Traders Ltd,partial
984,16733.58,674414.8440379704,30774cf1-3a5b-4eb6-a413-2c119c7a4052,BlueStar Solutions Ltd,matched
985,27140.0,701554.8440379704,3a1fa3d9-78ba-4ccf-bcab-076503feadd0,Shree Solutions Ltd,matched
986,32142.02,669412.8240379704,dc473c6f-94f4-44aa-9bee-bdb911077905,Om Sai Traders LLP,matched
987,27955.38,697368.2040379704,9e2cecaa-2432-4feb-b399-59101a8c8ed1,Green Traders Ltd,matched
988,4543.0,692825.2040379704,2322bc79-55d4-42cb-883e-e9c30b83ff80,BlueStar Solutions Ltd,matched
989,4370.72,688454.4840379704,c1e4dd5d-595f-4d24-9eb3-24a9d94e02ae,Green Enterprises Ltd,matched
990,37520.46,725974.9440379704,ba64e465-8303-4695-a170-d116eb3099d7,Apex Tech Ltd,matched
991,58638.92,667336.0240379703,3957f9b7-3bc0-4d83-8b4d-35504eeb4ff1,BlueStar Solutions Pvt Ltd,matched
992,3540.0,670876.0240379703,9d5e73c9-b9bf-4642-938f-094b3e9213e6,Global Solutions LLP,matched
993,19534.9,651341.1240379703,9e320fa1-b7aa-4f55-ae75-68147da568e1,Apex Traders Ltd,matched
994,17657.52,668998.6440379703,a0d64e5b-861b-46cd-8703-67b01c86bbed,Om Sai Tech Pvt Ltd,matched
996,7959.1,676957.7440379703,3f979999-eb49-4ccd-b427-32679ffd50a0,Shree Traders Ltd,matched
997,31301.86,645655.8840379703,2def7a36-e433-4be1-8ca6-1d45e7fa0747,Shree Traders Ltd,matched
998,56683.66,588972.2240379703,75570964-4b23-4579-a2f1-5fb6f08051b7,Om Sai Traders LLP,matched
999,17538.34,606510.5640379703,7156fc08-dd40-4e0d-9fc9-e8244d41fc37,Green Logistics Pvt Ltd,matched
1000,16870.46,623381.0240379702,3524166e-2c6f-42ba-9516-feba11a0fd6b,Shree Logistics Pvt Ltd,matched
1001,58459.56,564921.4640379702,c227f6c2-4be3-4f19-b4e2-073fdb38d3da,BlueStar Solutions LLP,matched
1002,55190.96,620112.4240379701,49079f48-ffc5-410e-97ca-a9849e7ce81f,Apex Tech Ltd,matched
1003,55792.76,675905.1840379701,261c3507-5e5b-4769-83c9-11ca088a323f,BlueStar Enterprises LLP,matched
1004,16520.0,692425.1840379701,0dffe28b-d249-4255-a380-d93331ae641e,Green Logistics Pvt Ltd,matched
1005,47028.9,739454.0840379702,e2a74367-dbfd-476f-8b81-368f3999bf26,BlueStar Tech Pvt Ltd,matched
1006,8497.18,730956.9040379701,79a94c66-cce3-489c-9658-4a4879f5e57c,BlueStar Traders LTD,matched
1007,31885.96,699070.9440379702,3ef6c349-5f32-4dba-9e42-d39b130ae3ee,Global Tech LLP,matched
1008,28584.296353224316,727655.2403911945,df92c36b-194e-4abc-98a4-7523291f0ae4,Om Sai Logistics Pvt Ltd,matched
1009,45828.35830214815,773483.5986933426,a0c3607b-f18a-4fb3-b993-cdcdeec1202a,Green Enterprises Ltd,matched
1010,53291.16,720192.4386933426,d4f3ea9a-fb4b-45fe-900c-7968f3f19a24,Global Enterprises Ltd,matched
1011,52137.82,772330.2586933426,820f087c-2fd4-40ab-831e-205e3ae315aa,Global Tech Pvt Ltd,partial
1012,44005.74,728324.5186933426,4b4ef480-5cc9-46fa-97f6-0c8ef491b4f0,Shree Logistics Pvt Ltd,matched
1013,24895.64,703428.8786933426,427ea187-83a2-40f3-be2c-6a773fe4b3b9,Shree Solutions Pvt Ltd,matched
1014,8704.86,694724.0186933426,972d4b09-17a2-40c7-8ee0-512c3af18286,Green Solutions Pvt LTD,matched
1015,1248.44,695972.4586933425,1046e6e1-d090-473a-897f-57c1e74488c9,Shree Logistics Ltd,matched
1016,9173.32,705145.7786933425,5d30e039-7e61-474f-b9e5-f275aa489250,Shree Enterprises LLP,matched
1018,8788.64,696357.1386933425,35f2f20d-3ca9-44ce-997f-87ad29881b26,Om Sai Logistics Pvt Ltd,matched
1019,51156.54,747513.6786933425,3a70a82f-9631-47db-bad3-904d121903a5,Apex Traders Ltd,matched
1020,383987.33999999997,1131501.0186933423,a731a70a-33dc-42e2-9d85-dc45092072ef,Global Tech LLP,matched
1021,31567.36,1163068.3786933424,968d3c55-c198-492e-b05c-00d0e64314db,Green Logistics LLP,matched
1022,31568.54,1194636.9186933425,93f58b2e-f864-47fd-82b8-20185fffb7b4,Apex Traders Ltd,matched
1023,15340.0,1179296.9186933425,1caa8f0d-b805-47df-acd2-adddf36698dd,Green Tech Ltd,matched
1024,4124.1,1175172.8186933424,53855e56-f481-4140-85d1-07826c6e097f,Apex Tech Pvt Ltd,matched
1026,11687.9,1186860.7186933423,9fdd7735-a998-40c2-bc28-f7249169e035,Green Enterprises LTD,matched
1027,57443.0,1244303.7186933423,17c24c7c-dedf-4bf7-950e-492fdcf65b52,Green Enterprises Ltd,partial
1028,6810.96,1251114.6786933423,e50451a3-200f-4382-82dc-1cf778289003,Shree Enterprises LLP,matched
1029,55727.86,1195386.8186933422,2d48cace-b8a9-44b6-b54f-ab4d3cd10249,Apex Traders Ltd,matched
1030,40449.22,1154937.5986933422,6292c968-e63f-49ed-b792-fb4e294f1363,Apex Tech Ltd,matched
1031,20339.66,1175277.258693342,05e3f367-8fae-4182-9c9c-c8e2e61a14f7,Om Sai Logistics Ltd,matched
1032,38490.42,1213767.678693342,a0019e84-56bb-486d-abdb-01c3d3777ab8,Apex Tech Pvt Ltd,matched
1033,27248.56,1241016.238693342,5278259b-dd7f-4e0f-9f51-b56c7194ad52,Green Logistics Pvt Ltd,matched
1034,28705.86,1212310.378693342,8136b857-5446-4809-be59-638caf52b3fe,Shree Traders Ltd,matched
1035,27140.0,1239450.378693342,63c4e265-b82b-4232-bbef-65c2aee9776d,Green Logistics Ltd,matched
1036,12741.64,1252192.0186933419,33fa726e-f8da-4da1-853f-abb99f795948,Green Enterprises Ltd,matched
1038,27492.82,1224699.1986933418,b140c05a-02d2-438c-bb07-cdac5aefeb92,Green Logistics Ltd,matched
1039,40120.0,1264819.1986933418,c9e609b3-c90e-4b6d-aa6a-2b478eb132c8,Green Logistics Ltd,matched
1040,30718.94,1234100.2586933419,7c88ffa3-d0bf-4c2a-9b13-895d2a6c448b,Apex Solutions Pvt Ltd,matched
1041,36747.56,1270847.818693342,4d9c635f-8926-41eb-9e96-9b1e9dfa003c,Apex Logistics LLP,matched
1042,17756.64,1253091.178693342,1426dbbf-c84d-49a4-a12f-4a19724edfd6,Om Sai Logistics Pvt Ltd,matched
1043,6216.24,1259307.418693342,db62ba42-01f5-4ce1-b953-71ae12d444f1,Green Traders Ltd,matched
1044,20585.1,1238722.318693342,c5bc61d3-066b-475a-a55f-ebc4fb081019,Green Enterprises LTD,matched
1045,15340.0,1254062.318693342,2ca15944-2ecc-40c1-9560-599965fecc27,Apex Solutions LLP,matched
1046,26850.9,1280913.2186933418,a6d80c44-ad60-44ed-8d89-1bb0563dbda8,BlueStar Traders Ltd,matched
1047,2590.1,1283503.318693342,624bf725-03d5-4093-9505-12af1c935418,Green Enterprises Ltd,matched
1048,47241.3,1236262.0186933419,cb0dfbdf-899d-4a0d-a16b-4dcf12068538,Shree Solutions Ltd,matched
1049,9478.22,1245740.2386933418,35fffaac-04d3-4b03-bb5b-fd3b03eb7400,Global Logistics LLP,partial
1050,25332.239999999998,1271072.4786933418,89d26e4c-4729-49f5-9639-8ad31ab0c08d,Global Solutions Pvt Ltd,matched
1051,31332.54,1239739.9386933418,c87bd01e-9dd3-492c-83f2-2caf601fffbb,Global Solutions LLP,matched
1052,11800.0,1251539.9386933418,89659404-1ff5-402e-8679-042d884ad46c,Om Sai Tech Pvt Ltd,matched
1053,48160.520000000004,1203379.4186933418,14490fb1-e285-4c52-9a61-8e00378a98cc,Green Enterprises Pvt Ltd,matched
1054,18964.96,1184414.4586933418,b1e79477-6a43-4d2b-9f46-8de9e1cf7877,Global Solutions LLP,matched
1055,32496.02,1216910.4786933418,88698832-e05d-411c-8c12-2c1fe97e0976,Om Sai Logistics Pvt LTD,matched
1056,30007.4,1186903.078693342,8d0f8333-670d-4334-a035-9eb92534f3c9,Om Sai Tech Ltd,matched
1057,21800.5,1208703.578693342,a8615a0b-c187-4d0b-a785-dcdd4dc0ffcf,BlueStar Solutions Ltd,matched
1058,31325.46,1177378.118693342,1135ccd2-5e8a-44d0-8512-53f98104f811,Om Sai Logistics Pvt LTD,matched
1059,56688.38,1120689.738693342,6f1cf627-83a5-49ac-9967-d6a0f36814d7,Om Sai Logistics Pvt LTD,matched
1060,58000.54,1178690.278693342,8c4395cf-18e9-4549-a81b-43a05d3e6bab,Green Logistics Ltd,matched
1061,32527.88,1146162.3986933422,6386c5ac-de9c-4f7d-a46e-7a935adcf6c4,Om Sai Logistics LLP,matched
1062,43660.0,1102502.3986933422,3de4b0d1-20ec-4198-b7e6-f646fd7d45d1,Shree Traders Ltd,matched
1063,56287.18,1158789.5786933422,bf509c12-6f0e-4163-a4ab-5d6ebdab4015,Om Sai Logistics LLP,matched
1064,33732.62428774653,1192522.2029810888,ad8797b1-77ca-4ef6-a54c-fdb243fd809b,Shree Solutions Pvt Ltd,matched
1065,26476.84,1166045.3629810887,284156f4-9032-4744-b057-08f41043c3e8,Global Logistics LLP,matched
1066,41796.78,1207842.1429810887,08cc5ac9-bf3b-410b-8b43-c145cc15e2d7,Global Tech Pvt Ltd,matched
1067,35020.04,1172822.1029810887,68510b38-ee39-4bbf-bde9-d76a3287117f,BlueStar Traders Ltd,matched
1068,4720.0,1168102.1029810887,0f509519-387b-461d-a21a-c16c5824dc62,BlueStar Traders LLP,matched
1069,14160.0,1153942.1029810887,077a15e8-8c90-40a3-aaef-dbd5c5cc90da,BlueStar Solutions Pvt Ltd,matched
1070,10833.58,1164775.6829810888,82e535bb-b846-470d-9dd8-85b45fdf1a31,Green Enterprises LTD,matched
1073,427695.72,1592471.4029810887,17c65bdb-6088-4d26-ab39-2b3346aea3c4,BlueStar Traders LTD,matched
1074,15059.16,1577412.2429810888,5cc17cc9-71e7-46e9-99e0-65447c55c99a,Om Sai Logistics Pvt Ltd,matched
1075,23600.0,1601012.2429810888,500bc0e1-77bc-40f8-bedb-46e69bd7b815,BlueStar Tech Pvt Ltd,matched
1076,31721.94,1632734.1829810888,9bc2adbf-72e3-4553-9b52-71ce6c5ca971,Shree Solutions Pvt Ltd,matched
1077,17389.66,1615344.5229810888,25777c18-d230-4eb2-9bd7-f4168ce0b61a,Green Logistics Pvt Ltd,matched
1078,597.08,1614747.4429810888,8da5718b-188b-4343-b49d-ea351f7777cf,Green Solutions Pvt LTD,matched
1079,41523.020000000004,1573224.4229810887,75f20b69-13e2-409c-ba39-11a90bb31ff9,Apex Tech Pvt Ltd,matched
1080,57697.28,1515527.1429810887,3635933a-de5b-4503-be48-2065083cc652,Green Logistics Ltd,matched
1081,4264.52,1511262.6229810887,38349a19-6551-43fa-8463-71e4d6293dc6,Apex Traders Ltd,matched
1082,47353.4,1558616.0229810886,997a4d4f-c002-459d-ae40-6437c397aabf,Shree Solutions Pvt Ltd,matched
1083,57820.0,1500796.0229810886,20eb43ca-5b2d-48dd-ac9b-c0f51b63da9d,Global Solutions LLP,matched
1084,40680.5,1460115.5229810886,3ca27841-8017-4885-affd-9482003a884d,BlueStar Solutions Pvt Ltd,matched
1085,7334.88,1467450.4029810885,bf0a15e2-29e5-4251-bbf3-a734b5d1a24b,Green Enterprises Pvt Ltd,matched
1086,27308.739999999998,1440141.6629810885,740bfd3b-50f8-4442-bcc4-7bf4f4555668,BlueStar Traders LTD,matched
1088,51920.0,1492061.6629810885,f910669d-53ea-4e95-b33e-50913babc6e2,Global Tech LLP,matched
1089,16628.56,1475433.1029810885,0d6b1ef5-4dc8-4efe-bb94-dbeb450c14e1,Green Solutions Pvt LTD,matched
1090,28820.32,1446612.7829810884,62d9424d-4cd1-46a5-9ab4-7634a872f1f0,Green Enterprises Ltd,matched
1091,55267.66,1391345.1229810885,593bb9a5-fdf9-4570-92e3-366277a7efdd,BlueStar Traders LTD,matched
1092,58738.04,1332607.0829810884,69698933-70f3-4fd3-a168-9a21016916eb,BlueStar Solutions Pvt Ltd,matched
1093,37122.8,1295484.2829810884,4c24ee29-6e44-40b9-8e2f-0e0ae12817f3,BlueStar Solutions Ltd,matched
1094,26986.16,1322470.4429810883,614be1c9-82eb-4833-b286-0fdf30ebe4c2,Om Sai Logistics Pvt Ltd,partial
1095,3180.1,1325650.5429810884,3ef4523b-2029-4a84-ba43-6872aa9a1119,Om Sai Logistics Pvt Ltd,matched
1096,339478.92,1665129.4629810883,19581f98-9092-41a7-9e7a-e4cac21de868,Shree Logistics Ltd,matched
1097,3693.4,1668822.8629810882,a8d032b1-246b-4a40-aa86-1f8fb732636e,Global Tech LLP,matched
1098,2929.94,1665892.9229810883,1ab0526b-01f7-4751-a35f-b0a31685cc6b,Shree Solutions Ltd,matched
1099,6136.0,1672028.9229810883,df091d6a-d846-41e4-a4a0-943394e143d9,BlueStar Logistics Ltd,matched
1100,11040.788017408357,1660988.1349636798,9b4eac25-90e8-4061-bb04-69b3389d7d32,Om Sai Enterprises Ltd,matched
1102,31077.66,1629910.47496368,1a544358-c3f1-4ae4-9c84-8653b245ab00,Apex Solutions Pvt Ltd,matched
1104,9239.6,1620670.8749636798,379d89d0-311a-4ae1-968e-c18b74a5f1fa,Om Sai Logistics Ltd,partial
1105,29048.06,1649718.9349636799,a8c19f9f-ff77-47f1-9343-d9d4e4e016bc,Apex Enterprises LLP,matched
1106,22302.0,1672020.9349636799,3a5b9f71-4392-4631-8039-32ad9a6c1da4,Om Sai Logistics LTD,matched
1107,38940.0,1633080.9349636799,e8b06657-0f82-4fe5-ae20-a58b8ae7454a,Green Traders Pvt Ltd,matched
1108,11859.0,1644939.9349636799,a6c2eee6-63a2-4e95-b083-95df2abf3f40,Shree Traders Ltd,matched
1109,16840.658424527657,1661780.5933882075,48900775-6683-467a-b5f6-fa0ec5a11fe3,Apex Tech Ltd,matched
1111,43590.28872830796,1618190.3046598996,32c631b5-ff06-4f1c-9c43-a05bafbffb2c,Om Sai Tech Pvt Ltd,matched
1112,24650.5,1593539.8046598996,c91a03f2-a2c6-40c2-9d3e-59dabe3aadba,Shree Logistics Ltd,mismatch
1113,9313.74,1584226.0646598996,9a4b71c4-7f33-46ee-8ae4-ea7fb65f49ca,BlueStar Solutions Ltd,matched
1114,26496.9,1557729.1646598997,b8c07c72-7326-4d8a-870b-532462c2a942,Om Sai Logistics Pvt LTD,matched
1115,55562.66,1502166.5046598997,209cfe7a-5b74-4ce6-9e7e-a5e8dff9a027,BlueStar Solutions Pvt Ltd,matched
1116,35073.14,1537239.6446598996,603b62c7-5162-4230-a4c0-858df5f7766c,Green Logistics Ltd,matched
1117,57621.76,1479617.8846598996,7033a387-bdd2-4fcb-aa1c-fab292c8c31a,Om Sai Tech Pvt Ltd,matched
1118,31860.0,1447757.8846598996,f52878f3-57bb-4e28-8948-0c75cc294302,Om Sai Logistics LLP,matched
1119,49742.9,1497500.7846598995,b20e18a7-886d-4a15-acb5-1fcb8eb6cc43,Om Sai Logistics Pvt Ltd,matched
1120,37311.6,1534812.3846598996,e65f590f-7473-4dfd-bf86-12201efaee40,Shree Logistics Pvt Ltd,matched
1122,28989.06,1505823.3246598996,53f96837-168f-42b0-a051-85611ab7e647,Shree Logistics LLP,matched
1123,38982.479999999996,1466840.8446598996,12b4fb62-e5a0-4f2d-b255-571f305b8ba8,Green Logistics Pvt Ltd,matched
1124,7996.86,1458843.9846598995,c9f796c4-6862-4d0d-804c-ef433821eded,Apex Solutions Pvt Ltd,matched
1125,15340.0,1443503.9846598995,eecba87f-a68f-4513-907d-9aae297aca21,Apex Tech Ltd,matched
1126,14491.58,1457995.5646598996,f3bf400d-8a5e-4d5e-bb70-504c6df1ddae,Om Sai Logistics Pvt Ltd,matched
1127,12756.98,1445238.5846598996,c86aca81-5b68-43ca-96c3-5ffc18c69875,Apex Tech Ltd,matched
1128,56026.4,1501264.9846598995,afb5056a-1614-4d1b-952c-a0c24b50717f,Shree Logistics Pvt Ltd,matched
1129,10787.72,1490477.2646598995,81234d0f-9612-4e0b-9944-f854f1f9e052,Om Sai Traders Ltd,partial
1130,14958.86,1475518.4046598994,73a4f0f0-47e1-4adf-8dde-0a1baf6ab4b7,Om Sai Logistics Ltd,matched
1133,8993.96,1466524.4446598995,741a4886-5de2-46a5-a39a-a2355be7f5d1,BlueStar Traders Ltd,matched
1134,41992.66,1424531.7846598995,f62916c8-affa-44a6-a9ac-a7cf7827e676,BlueStar Traders LTD,matched
1136,37760.0,1462291.7846598995,022fb6f4-2e7a-4c67-b8d4-cb30cc0cdc88,Shree Logistics LLP,matched
1137,49377.1,1511668.8846598996,7165a9ac-0e38-400f-aca4-4878c150971c,BlueStar Traders LTD,matched
1138,19648.80579835097,1531317.6904582507,29216a78-5a48-4601-9aa8-dc7eda791582,Global Solutions Pvt Ltd,matched
1139,22841.260000000002,1508476.4304582507,a85e66f8-9824-4176-8337-1dde1d69d735,Om Sai Logistics Pvt LTD,matched
1140,48018.92,1460457.5104582508,82b825e3-e0ec-4541-8861-2d87f4afc7ef,Om Sai Logistics Pvt Ltd,matched
1141,35966.4,1496423.9104582507,6b790a23-c83e-4ca3-aa9f-384686cb31a9,Green Logistics Pvt Ltd,matched
1142,6198.54,1490225.3704582506,6712251b-00fe-4488-8501-d4ef9ca7904e,Green Logistics LLP,matched
1143,16491.68,1506717.0504582506,60069b8e-0536-4fd7-8a96-ebf419d4b0b6,Om Sai Logistics Pvt Ltd,matched
1145,56349.72,1450367.3304582506,da01e534-2201-4a11-999c-a2a36623056b,Green Traders Pvt Ltd,matched
1146,1926.94,1452294.2704582505,4d9033f9-24e5-4c19-9616-4c592537eb5a,Shree Solutions Pvt Ltd,matched
1147,26437.9,1478732.1704582504,73a579fb-c178-4156-80e6-62d64edae200,Global Tech LLP,matched
1148,29143.64,1449588.5304582505,94de9419-48fc-4a2b-a57a-1afc154b5509,Om Sai Logistics Ltd,matched
1149,44449.13501776583,1494037.6654760165,44e41e9e-1fa3-4c98-98e7-68a5ab2afb0e,Om Sai Logistics Pvt Ltd,matched
1150,51462.16,1545499.8254760164,dd2d0311-10c9-448c-a0ab-6de4d1fc3d8c,BlueStar Enterprises LLP,matched
1151,28113.5,1517386.3254760164,af2e52f8-ae1c-4e27-87e4-6823e43be418,Om Sai Traders Pvt Ltd,matched
1152,28320.0,1489066.3254760164,b0c92c14-0365-4323-92db-a1b2310de5e9,Apex Tech Ltd,matched
1153,44149.6,1444916.7254760163,281a3230-3f71-441d-a9fd-6a2eaa2a5d91,Shree Traders Ltd,partial
1154,49159.979999999996,1494076.7054760163,8a9a6840-4486-4d99-85ee-6361ccfbcc8a,Apex Traders Ltd,matched
1155,11364.58,1505441.2854760163,a56a855e-4fb2-42ea-a687-9229267d7619,Green Logistics Ltd,matched
1156,33465.979999999996,1471975.3054760164,a2da15a7-3878-4caa-9eee-d1f14fc23ee4,Shree Solutions Pvt Ltd,matched
1157,33484.86,1505460.1654760165,1b2de1ee-dfeb-4ddd-a432-2aff3b3922ea,BlueStar Traders LTD,matched
1158,21867.760000000002,1483592.4054760165,1fee5650-096e-40fb-a369-665fc172ebfd,Om Sai Logistics Pvt Ltd,matched
1159,34257.76,1517850.1654760165,c3fd5555-3cd9-445d-b9aa-5975d702ccd5,Green Solutions Pvt Ltd,matched
1160,53847.24,1464002.9254760165,710de4d9-8515-4ced-9605-0eb9dd7cf9f1,Apex Enterprises LLP,partial
1162,293.82,1464296.7454760165,9433f4ed-c66e-41ba-92e3-429b1dae42fc,Om Sai Traders Ltd,matched
1163,14646.16,1478942.9054760165,468fdfe7-5e2e-45fa-9c6e-5841d4dbb0fa,Apex Tech Ltd,matched
1164,36264.94,1442677.9654760165,e585f82c-b776-4fb5-8d2e-dbf0675f9d37,Green Enterprises Ltd,matched
1166,54379.12,1497057.0854760166,b00ba7c2-30d2-4ba8-b2e7-5874661e3dd6,Om Sai Logistics Ltd,matched
1167,39041.479999999996,1536098.5654760166,89191f78-d192-4b95-b37b-95a138b9004c,Om Sai Logistics Pvt Ltd,matched
1168,54241.06,1590339.6254760167,203e6c9d-3640-4aab-b7c6-464db2293be3,Om Sai Traders LLP,matched
1169,33501.38,1556838.2454760168,0dee67b9-c750-4cac-bf0d-b9845e7da971,Om Sai Logistics Pvt Ltd,matched
1170,36382.94,1593221.1854760167,5fea6879-acf9-4b35-90dc-66034b749333,Green Solutions Pvt Ltd,matched
1171,12588.24,1580632.9454760167,1b8f47a8-848f-4bf1-af9f-e6c235265529,Global Tech LLP,matched
1172,53100.0,1633732.9454760167,aef4ffdf-6b60-41e8-9164-cc316b53dbef,Global Tech LLP,matched
1173,37272.66,1596460.2854760168,39cd3ec5-63a7-46d1-a724-8d16410a68e6,Green Enterprises Ltd,matched
1174,35289.08,1631749.365476017,12765e8d-463a-4d9f-8a0f-1b9abfc51c57,Green Solutions Pvt Ltd,matched
1175,23710.92,1608038.445476017,1ea23e61-a538-4f43-ad7f-45ba34be9342,Green Enterprises Ltd,matched
1177,44312.54,1652350.985476017,716f0861-876e-4abb-8d39-b77d242944f3,Om Sai Logistics Ltd,matched
1178,48390.62,1603960.365476017,58076ef7-9ff1-4329-b4e5-d914bf664f4e,Apex Traders LLP,matched
1179,31133.12,1572827.2454760168,507fa64b-131c-4d5b-ab9a-8606836f5e1f,Om Sai Logistics LTD,matched
1180,12719.22,1560108.0254760168,d72ad134-36cd-4450-b455-8f7a32037ac1,Apex Logistics LLP,matched
1181,12726.02,1572834.0454760168,f020b91e-e39e-46df-94bc-0afe8179e04a,Apex Enterprises Ltd,partial
1182,39003.37295752616,1533830.6725184906,7457303c-e8ac-4f70-9c02-780965bf181c,Global Solutions LLP,matched
1183,34525.62,1568356.2925184907,f8b09ab4-c2a4-416a-8e40-e24d4a1e8c3a,Om Sai Logistics Pvt Ltd,matched
1184,32224.62,1600580.9125184908,de7768b0-32b0-4b7f-8ae8-74a2ea452c56,Apex Solutions Pvt Ltd,matched
1185,46283.14,1646864.0525184907,d32d8bec-628e-44ed-b430-dcd68bf439c0,Green Logistics Pvt Ltd,matched
1186,37990.1,1684854.1525184908,2c5e6c3a-8c95-43d0-b7ee-ce381c140978,Apex Tech Pvt Ltd,matched
1188,33738.56,1651115.5925184907,70364831-cb83-425a-91de-c08687378335,Apex Solutions LLP,matched
1189,11161.619999999999,1662277.2125184909,1accdd5e-7894-4b9f-a1ee-93d300dac27b,Green Solutions Pvt Ltd,matched
1190,28134.739999999998,1690411.9525184908,4ddae2cc-c256-4d82-a486-447421d1297a,Om Sai Tech Ltd,matched
1191,38519.35997708088,1728931.3124955718,0dd06055-e14e-4769-ae35-0c11c3008380,Apex Logistics LLP,matched
1192,52194.94,1781126.2524955717,fc8ed73b-c858-4474-8635-e8d2d035dedd,Apex Solutions LLP,matched
1193,377120.92,2158247.172495572,97713d6c-b49c-42a0-ba40-473b3c75c247,Om Sai Logistics Pvt Ltd,matched
1194,3425.54,2161672.712495572,4aaf5ae6-bb9c-4d1b-8546-9b867f981dcd,BlueStar Traders Pvt Ltd,matched
1195,6775.5599999999995,2168448.272495572,6fcca170-b921-472d-815c-96ed594e9f0b,Apex Enterprises LLP,matched
1197,28146.54,2140301.732495572,9e4f169b-003d-4135-8f81-b4e3c4487605,Om Sai Logistics LTD,matched
1198,53920.1,2194221.832495572,1ccc9b1a-e8e7-4dd4-a6e1-25b0a35ba0a1,Shree Logistics LLP,matched
1199,9370.380000000001,2184851.452495572,f08d6aab-96ac-43af-a7d2-c4ed0226d1c2,Om Sai Logistics Pvt Ltd,matched
1201,54280.0,2239131.452495572,598b4cad-beb8-403c-a991-199c4bad5332,Green Enterprises Ltd,matched
1202,51254.479999999996,2187876.972495572,8f0f485a-7659-425e-8250-5a3f164a7295,Global Tech LLP,matched
1203,46711.479999999996,2234588.452495572,d2b22a21-e1ac-45b3-b521-5e78591d9772,Apex Solutions Pvt Ltd,matched
1204,24780.0,2209808.452495572,73703159-0a36-421a-bf58-5b4ee2c75db0,Om Sai Logistics Ltd,matched
1205,346547.12,1863261.332495572,cba24171-d093-4f64-9312-2a10b852adac,Global Logistics LLP,matched
1206,27073.92,1836187.4124955721,f97e9743-1a0e-4eb5-951d-76a071026a50,Apex Solutions Pvt Ltd,matched
1207,2907.52,1833279.892495572,311a67f8-0c81-4606-8ac1-9cc5fccad8f9,Apex Traders Ltd,matched
1208,312820.36,1520459.5324955722,702d2f86-fa1a-4ee1-83ab-90307b55dac1,Apex Traders Ltd,matched
1209,14421.96,1534881.4924955722,95476ea8-a996-4540-a2cf-28ea91d3eee2,Global Enterprises Ltd,matched
1210,57820.0,1592701.4924955722,ef7d0b7a-9587-4126-9978-b2f700065989,Om Sai Logistics LTD,matched
1211,10241.22,1582460.2724955722,b9c5d2bd-7709-4b0a-b7d4-2f64063586a1,Green Enterprises Ltd,matched
1212,25106.86,1607567.1324955723,850ba9d8-7b83-40fa-ac4c-582b30b17829,BlueStar Solutions Pvt Ltd,matched
1213,51571.9,1659139.0324955722,648a5961-12d6-4542-b05c-aec98e9eae3d,BlueStar Solutions Pvt Ltd,matched
1214,23654.36,1682793.3924955723,90141907-9b02-49b5-b404-0a383f9418ac,Green Tech LLP,partial
1215,4789.851420268932,1678003.5410753035,33b5745b-d3e3-4e11-9005-b5f71e39f74e,Green Solutions Pvt LTD,matched
1216,23080.8,1701084.3410753035,49be8e46-4686-4a52-aa4d-db365575b69a,Global Solutions LLP,matched
1217,57732.68,1758817.0210753034,7a683775-da9b-4a4d-a1f1-2ad23255cbde,Global Tech LLP,matched
1218,8916.08,1767733.1010753035,1ea96a84-6d0f-47d4-b955-59695146d466,Green Solutions Pvt Ltd,matched
1220,27960.1,1739773.0010753034,f81cda7b-4657-4b7c-98a0-ab7ebd244485,BlueStar Traders Ltd,matched
1221,43175.020000000004,1782948.0210753034,bbc1c7d5-8bc5-4dc0-a485-d7f6d30b34ee,Apex Solutions LLP,matched
1222,42480.0,1825428.0210753034,a48f4359-3009-4355-975a-cf36fc0ec066,Apex Tech Ltd,matched
1225,18193.239999999998,1807234.7810753034,c9de6a1f-b462-4efa-81e3-86462184f656,Green Enterprises LTD,matched
1226,11995.880000000001,1795238.9010753036,c82b2af6-1ff9-42c2-ad56-819ad9c9fa9e,BlueStar Solutions Pvt Ltd,matched
