transaction_id,timestamp,amount,source_entity,destination_entity
TXN61106,2024-09-25,1181.06,Admin Dept,Shell Ventures Ltd
TXN60732,2024-12-19,24998.89,Procurement,Pacific-Trade
TXN60536,2024-09-19,100,Finance Dept,Nexus Holdings
TXN61379,2024-03-13,953.12,Finance Dept,Shell Ventures LLC
TXN60069,2024-08-06,100,Finance Dept,OrionTech
TXN60051,2024-05-28,100,Exec Office,Alpha Consulting LLC
TXN60386,2024-12-12,9415.16,Procurement,Pacific Trd
TXN61023,2024-10-01,9835.77,Finance Dept,Finance Dept
TXN60783,2024-09-11,2499.45,Admin Dept,Shell Venture
TXN60015,2024-01-18,854.46,Procurement,Pacific Trade
TXN61091,2024-05-05,1050.27,Finance Dept,Shell Ventures
TXN60067,2024-04-08,100,Finance Dept,Pacific-Trade
TXN60731,2024-03-22,998.93,Exec Office,Metro Supply
TXN60266,2024-08-22,8945.69,Admin Dept,Orion Tech
TXN60286,2024-01-17,100,Operations,Shell Venture
TXN60297,2024-03-07,788.41,Admin Dept,Pacific Trd
TXN61414,2024-04-14,966.22,Admin Dept,Shell Ventures Ltd
TXN60168,2024-08-25,100,Finance Dept,SummitAdvisory
TXN60419,2024-07-13,100,Operations,Shell Ventures Ltd
TXN60970,2024-01-22,38856.69,Exec Office,Exec Office
TXN60252,2024-08-03,8904.34,Exec Office,Shell Venture
TXN60764,2024-12-24,4999.7,Exec Office,Nexus Holdings Inc
TXN60058,2024-07-02,2410.93,Procurement,Shell Ventures
TXN60369,2024-05-24,100,Finance Dept,Nexus Holdings
TXN61426,2024-02-21,1177.44,Operations,Shell Ventures
TXN61042,2024-02-18,1101.35,Procurement,Shell Venture
TXN60563,2024-12-03,100,Admin Dept,NEXUS HOLDINGS
TXN61254,2024-01-23,1071.57,Operations,Shell Ventures LLC
TXN60696,2024-05-05,9999.94,Procurement,Shell Venture Co
TXN60462,2024-12-13,906.87,Procurement,Nexus Hold.
TXN60782,2024-08-29,2499.56,Finance Dept,Metro Supplies
TXN60499,2024-06-07,8960.41,Operations,NEXUS HOLDINGS
TXN60580,2024-01-31,788.64,Exec Office,Shell Venture Co
TXN61111,2024-03-05,1014.77,Operations,Shell Ventures
TXN60919,2024-08-04,7500.0,Procurement,Alpha Consult
TXN61429,2024-02-21,1066.89,Admin Dept,Shell Ventures
TXN60226,2024-01-02,100,Exec Office,Pacific Trd
TXN60576,2024-10-03,100,Finance Dept,Summit Advisory LLC
TXN61130,2024-06-28,920.33,Operations,Shell Ventures Ltd
TXN60096,2024-09-26,100,Procurement,Alpha Consult
TXN60002,2024-07-21,100,Admin Dept,Alpha Consult
TXN60225,2024-04-15,100,Operations,Orion Tech Inc
TXN61286,2024-06-29,1141.98,Exec Office,Shell Venture
TXN60441,2024-04-23,100,Exec Office,Shell Venture
TXN61431,2024-01-14,951.62,Admin Dept,Shell Ventures
TXN60423,2024-11-26,1657.17,Procurement,SummitAdvisory
TXN60310,2024-01-08,844.32,Admin Dept,Alpha-Consulting
TXN60827,2024-02-17,10000.0,Admin Dept,Pacific Trade
TXN60458,2024-07-24,100,Operations,MetroSupplies
TXN60990,2024-06-24,27035.4,Procurement,Procurement
TXN60705,2024-11-09,24999.22,Admin Dept,Orion Tech Inc
TXN60511,2024-09-20,926.34,Exec Office,Orion Tech Ltd
TXN60367,2024-03-23,100,Admin Dept,Pacific Trd
TXN61003,2024-08-24,14200.9,Finance Dept,Finance Dept
TXN60256,2024-10-26,908.07,Finance Dept,Alpha Consulting LLC
TXN61104,2024-09-25,1115.51,Procurement,Shell Ventures Ltd
TXN60756,2024-11-12,999.97,Finance Dept,Summit Advisary
TXN61186,2024-07-21,947.76,Operations,Shell Venture Co
TXN60296,2024-04-02,100,Admin Dept,Metro Supplies Co
TXN60602,2024-06-11,4999.29,Exec Office,NEXUS HOLDINGS
TXN61292,2024-09-24,1043.61,Operations,Shell Venture Co
TXN60134,2024-05-28,100,Procurement,Shell Ventures LLC
TXN60522,2024-04-16,100,Finance Dept,Nexus Holdings Inc
TXN61456,2024-08-15,1039.46,Finance Dept,Shell Ventures LLC
TXN61445,2024-04-18,979.84,Exec Office,Shell Ventures
TXN60579,2024-01-01,1885.86,Admin Dept,Pacific Trade Ltd
TXN60127,2024-11-04,9129.49,Finance Dept,Summit Advisory LLC
TXN61045,2024-07-16,1022.56,Procurement,Shell Ventures Ltd
TXN61287,2024-06-29,1183.48,Finance Dept,Shell Venture
TXN60578,2024-07-18,8517.15,Procurement,Pacific Trd
TXN61450,2024-10-29,964.68,Procurement,Shell Venture Co
TXN61255,2024-10-29,979.41,Finance Dept,Shell Venture
TXN60876,2024-07-30,7500.0,Procurement,Orion Tech
TXN61308,2024-01-04,1129.84,Exec Office,Shell Ventures LLC
TXN60381,2024-05-17,100,Procurement,Shell Ventures
TXN60789,2024-06-22,9999.96,Operations,Nexus Holdings
TXN60658,2024-07-25,2498.07,Procurement,Nexus Holdings Inc
TXN61110,2024-03-05,1081.32,Procurement,Shell Ventures
TXN60585,2024-03-19,7539.93,Finance Dept,Orion Tech
TXN60501,2024-04-13,100,Exec Office,NEXUS HOLDINGS
TXN61076,2024-08-19,983.55,Admin Dept,Shell Venture
TXN60428,2024-06-05,920.67,Admin Dept,SummitAdvisory
TXN60274,2024-02-02,100,Procurement,Metro Supply
GHOST61482,2024-11-27,59422.78,Unknown,Ghost Vendor 18
TXN61460,2024-10-24,1068.02,Procurement,Shell Ventures
TXN61410,2024-04-26,969.39,Finance Dept,Shell Ventures Ltd
TXN61253,2024-01-23,1178.71,Exec Office,Shell Ventures LLC
TXN60682,2024-11-22,9999.73,Admin Dept,Shell Venture Co
TXN60704,2024-12-17,9998.12,Procurement,Pacific Trd
TXN60171,2024-06-20,1027.1,Operations,Summit Advisory
TXN60656,2024-12-08,24998.33,Procurement,Alpha Consulting LLC
TXN60628,2024-03-28,9999.0,Procurement,Shell Venture Co
TXN60849,2024-01-15,1000.0,Operations,Metro Supplies Co
TXN61271,2024-04-30,929.84,Operations,Shell Ventures Ltd
TXN61252,2024-01-23,1042.36,Procurement,Shell Ventures LLC
TXN61428,2024-02-21,1180.4,Procurement,Shell Ventures
TXN60438,2024-08-29,860.47,Procurement,Nexus Holdingz
TXN61401,2024-01-01,975.35,Operations,Shell Ventures Ltd
TXN60840,2024-01-21,5000.0,Exec Office,Shell Venture Co
TXN60422,2024-01-19,886.55,Procurement,Nexus Holdings
TXN60871,2024-04-30,500.0,Finance Dept,Alpha Consulting
TXN60562,2024-09-09,1030.74,Finance Dept,Orion Tech Ltd
TXN61057,2024-11-06,1005.98,Operations,Shell Venture
TXN61039,2024-02-18,1082.88,Admin Dept,Shell Venture
TXN61397,2024-12-08,998.21,Exec Office,Shell Venture Co
TXN60030,2024-05-13,100,Exec Office,Pacific Trade Co
TXN60959,2024-09-02,46432.92,Finance Dept,Finance Dept
TXN61175,2024-02-20,948.73,Procurement,Shell Venture Co
TXN60454,2024-07-01,7330.31,Finance Dept,Alpha Consulting LLC
TXN60785,2024-08-10,2499.02,Procurement,MetroSupplies
TXN60221,2024-05-30,100,Procurement,Nexus Holdings Inc
TXN61005,2024-05-29,37523.41,Procurement,Procurement
TXN60684,2024-05-25,24999.34,Operations,Metro Supplies
TXN60180,2024-02-26,100,Exec Office,Alpha Consult
TXN60481,2024-03-08,101.01,Admin Dept,Summit Advisory
TXN60124,2024-03-05,9524.77,Finance Dept,Summit Advisors
TXN60451,2024-01-25,797.33,Procurement,MetroSupplies
TXN60640,2024-07-14,9998.84,Procurement,Metro Supply
TXN60055,2024-03-19,100,Finance Dept,OrionTech
TXN61427,2024-02-21,900.03,Operations,Shell Ventures
TXN61355,2024-07-26,1094.5,Procurement,Shell Venture Co
TXN61280,2024-04-01,1001.26,Exec Office,Shell Ventures
TXN60392,2024-06-25,7106.43,Exec Office,NEXUS HOLDINGS
TXN61331,2024-10-04,930.13,Procurement,Shell Ventures
TXN60524,2024-02-24,100,Procurement,Pacific-Trade
TXN61411,2024-04-14,1060.49,Finance Dept,Shell Ventures Ltd
TXN60146,2024-07-17,978.42,Finance Dept,NEXUS HOLDINGS
TXN61089,2024-05-05,1156.62,Operations,Shell Ventures
TXN61035,2024-01-09,1071.37,Exec Office,Shell Venture
TXN60159,2024-01-19,9999,Procurement,Alpha Consult
TXN60389,2024-09-25,938.71,Admin Dept,Nexus Holdings
TXN60139,2024-09-12,8016.4,Operations,Alpha Consulting
TXN60983,2024-06-23,34257.51,Finance Dept,Finance Dept
TXN60745,2024-05-19,9998.0,Operations,Shell Ventures LLC
TXN60372,2024-02-18,7757.6,Exec Office,AlphaConsulting
TXN61341,2024-05-15,1110.21,Finance Dept,Shell Venture
TXN61020,2024-03-02,22409.81,Finance Dept,Finance Dept
TXN61184,2024-07-21,985.94,Exec Office,Shell Venture Co
TXN60492,2024-10-15,100,Admin Dept,Summit Advisory LLC
TXN61363,2024-04-28,982.96,Finance Dept,Shell Venture
TXN60186,2024-11-06,100,Finance Dept,Nexus Holdings Inc
TXN60952,2024-02-29,31195.42,Exec Office,Exec Office
TXN60467,2024-07-25,9844.55,Procurement,Pacific Trade Co
TXN60739,2024-11-20,9998.16,Finance Dept,Nexus Holdings Inc
TXN61122,2024-04-14,973.61,Admin Dept,Shell Ventures Ltd
TXN60839,2024-12-08,2500.0,Procurement,Shell Venture
TXN60483,2024-03-22,9166.7,Exec Office,Summit Advisary
TXN60170,2024-01-03,817.99,Procurement,Pacific Trade
TXN60850,2024-07-26,7500.0,Exec Office,OrionTech
TXN60025,2024-03-04,100,Finance Dept,Alpha Consulting
TXN60354,2024-12-29,100,Exec Office,Nexus Holdingz
TXN61094,2024-03-08,1072.16,Operations,Shell Venture
TXN61154,2024-01-01,965.73,Admin Dept,Shell Ventures
TXN61347,2024-04-06,917.81,Admin Dept,Shell Ventures Ltd
TXN60164,2024-07-14,870.0,Exec Office,MetroSupplies
TXN61276,2024-03-27,1107.47,Finance Dept,Shell Ventures LLC
TXN60269,2024-12-03,1025.28,Admin Dept,Pacific-Trade
TXN60854,2024-01-28,2500.0,Operations,Orion Tech
TXN60251,2024-06-30,903.0,Operations,Orion Tech
TXN61422,2024-11-09,913.25,Operations,Shell Ventures
TXN60093,2024-04-02,8234.41,Finance Dept,Orion Tech Inc
TXN60009,2024-02-06,9660.98,Procurement,Metro Supplies
TXN60387,2024-05-28,760.0,Admin Dept,AlphaConsulting
TXN61267,2024-04-30,953.17,Admin Dept,Shell Ventures Ltd
TXN61432,2024-01-14,970.27,Finance Dept,Shell Ventures
TXN60313,2024-01-09,855.55,Procurement,Orion Tech
TXN60831,2024-10-07,5000.0,Procurement,AlphaConsulting
TXN60147,2024-02-25,100,Exec Office,Orion Tech
GHOST61476,2024-06-21,14853.69,Unknown,Ghost Vendor 09
TXN60130,2024-10-15,100,Exec Office,Shell Ventures LLC
TXN60065,2024-12-07,100,Operations,Pacific Trade
TXN60195,2024-05-05,100,Admin Dept,SummitAdvisory
GHOST61496,2024-07-12,21812.54,Unknown,Ghost Vendor 08
TXN61453,2024-08-15,1177.86,Finance Dept,Shell Ventures LLC
TXN61269,2024-04-30,923.9,Admin Dept,Shell Ventures Ltd
TXN60761,2024-11-05,24999.6,Admin Dept,Orion Tech Inc
TXN60224,2024-07-19,100,Exec Office,Metro Supplies
TXN61413,2024-04-14,1032.38,Admin Dept,Shell Ventures Ltd
TXN60072,2024-06-20,100,Procurement,Summit Advisory LLC
TXN61051,2024-01-12,1049.71,Exec Office,Shell Venture Co
TXN60679,2024-07-30,4999.17,Finance Dept,Metro Supply
GHOST61500,2024-07-30,43536.11,Unknown,Ghost Vendor 08
TXN60695,2024-12-02,999.54,Admin Dept,Summit Advisary
TXN60528,2024-07-30,814.92,Finance Dept,Summit Advisory
TXN61466,2024-11-06,925.07,Exec Office,Shell Venture Co
TXN60718,2024-01-27,24998.69,Operations,Metro Supply
TXN60667,2024-09-30,24998.9,Operations,Shell Ventures Ltd
TXN60744,2024-05-14,2499.89,Admin Dept,Pacific Trade Ltd
TXN60424,2024-02-16,984.46,Exec Office,Pacific-Trade
TXN60300,2024-12-23,945.62,Operations,Summit Advisory
TXN60997,2024-05-22,35424.51,Procurement,Procurement
TXN60460,2024-12-21,1022.74,Exec Office,Pacific Trade
TXN60434,2024-06-07,103.11,Finance Dept,Alpha Consulting
TXN61037,2024-01-09,1142.87,Finance Dept,Shell Venture
TXN60512,2024-12-13,767.27,Operations,Pacific-Trade
TXN60148,2024-07-24,100,Procurement,Nexus Holdings Inc
TXN60503,2024-05-05,100,Exec Office,Pacific Trade
TXN60742,2024-05-23,4998.29,Admin Dept,OrionTech
TXN61229,2024-12-29,1123.58,Procurement,Shell Ventures LLC
TXN60734,2024-07-13,999.72,Procurement,Orion Tech Ltd
TXN60632,2024-04-20,24999.01,Admin Dept,Metro Supplies
TXN61019,2024-08-31,31787.23,Finance Dept,Finance Dept
TXN60533,2024-09-06,100,Procurement,Metro Supplies
TXN61316,2024-01-20,1108.77,Procurement,Shell Ventures
TXN60311,2024-06-21,727.13,Exec Office,Pacific Trd
TXN60882,2024-04-28,5000.0,Exec Office,Orion Tech Inc
TXN60103,2024-09-08,837.38,Procurement,Alpha Consulting LLC
TXN60891,2024-03-11,5000.0,Finance Dept,Pacific Trade Co
TXN60569,2024-10-06,9311.87,Exec Office,Pacific Trade Co
GHOST61477,2024-01-14,5157.13,Unknown,Ghost Vendor 01
TXN61123,2024-04-14,1169.11,Finance Dept,Shell Ventures Ltd
TXN61299,2024-07-25,1150.35,Procurement,Shell Venture
TXN61220,2024-08-10,1178.96,Exec Office,Shell Ventures Ltd
TXN60790,2024-11-02,4998.62,Procurement,Alpha Consulting LLC
TXN60859,2024-09-08,5000.0,Exec Office,Nexus Holdings
TXN60332,2024-11-19,100,Admin Dept,Orion Tech Inc
TXN60006,2024-03-19,9999,Finance Dept,Summit Advisary
TXN60214,2024-06-23,100,Procurement,Alpha Consult
TXN60071,2024-05-26,100,Operations,Nexus Holdingz
TXN60681,2024-12-22,24999.97,Procurement,Shell Ventures LLC
TXN61325,2024-01-12,1192.39,Operations,Shell Ventures
TXN60119,2024-02-09,100,Finance Dept,Pacific Trade
TXN60723,2024-09-06,9999.36,Admin Dept,Alpha-Consulting
TXN60243,2024-01-03,722.52,Procurement,Pacific Trade Ltd
TXN60075,2024-11-18,100,Finance Dept,Alpha-Consulting
TXN61449,2024-10-29,1059.85,Exec Office,Shell Venture Co
TXN61238,2024-02-17,1025.36,Finance Dept,Shell Ventures Ltd
TXN61092,2024-05-05,1018.14,Admin Dept,Shell Ventures
TXN60655,2024-08-20,9999.6,Admin Dept,Summit Advisary
TXN60382,2024-08-24,9483.62,Admin Dept,Summit Advisory
TXN60773,2024-10-18,4998.59,Exec Office,Shell Venture Co
TXN60160,2024-04-20,100,Admin Dept,Summit Advisors
TXN61369,2024-07-07,1104.09,Procurement,Shell Ventures LLC
TXN60041,2024-12-13,876.37,Operations,Pacific Trade
TXN60721,2024-05-19,998.6,Procurement,Nexus Hold.
TXN60140,2024-10-22,734.57,Finance Dept,Pacific-Trade
TXN60819,2024-10-09,1000.0,Finance Dept,Summit Advisory
TXN60341,2024-01-22,7493.52,Admin Dept,AlphaConsulting
TXN61152,2024-01-01,1157.65,Operations,Shell Ventures
TXN60085,2024-03-28,828.71,Operations,Alpha Consulting LLC
TXN60122,2024-07-21,100,Admin Dept,Shell Ventures
TXN60630,2024-12-15,9998.25,Admin Dept,Shell Venture Co
TXN60312,2024-03-04,100,Operations,Shell Ventures
TXN60132,2024-03-07,9471.62,Procurement,SummitAdvisory
TXN60515,2024-02-25,1921.96,Admin Dept,Nexus Holdings Inc
TXN60845,2024-05-16,10000.0,Finance Dept,Pacific Trd
TXN60804,2024-10-14,3000.0,Exec Office,Orion Tech Ltd
TXN61201,2024-02-25,921.5,Exec Office,Shell Ventures LLC
TXN60749,2024-06-20,998.6,Operations,Summit Advisors
TXN60776,2024-10-27,24997.99,Admin Dept,NEXUS HOLDINGS
TXN60433,2024-10-17,882.02,Exec Office,Nexus Holdings Inc
TXN61135,2024-07-09,1021.02,Exec Office,Shell Ventures
TXN60348,2024-02-10,100,Finance Dept,SummitAdvisory
TXN60648,2024-02-05,998.39,Exec Office,Summit Advisory LLC
TXN60900,2024-06-15,3000.0,Procurement,Alpha Consulting LLC
TXN60805,2024-09-05,1500.0,Operations,Summit Advisory
TXN61247,2024-05-20,1036.49,Exec Office,Shell Venture Co
TXN60795,2024-03-06,24999.31,Operations,Nexus Holdings Inc
TXN61405,2024-12-08,997.41,Operations,Shell Venture Co
TXN60848,2024-07-20,2000.0,Operations,Pacific Trade Co
TXN60963,2024-02-06,29363.13,Procurement,Procurement
TXN60142,2024-01-21,2231.69,Finance Dept,Orion Tech Inc
TXN60842,2024-01-04,2000.0,Exec Office,Orion Tech Inc
TXN61274,2024-03-27,1008.43,Operations,Shell Ventures LLC
TXN60901,2024-09-24,3000.0,Exec Office,Metro Supplies
TXN60453,2024-04-01,996.21,Finance Dept,Pacific-Trade
TXN60552,2024-01-24,7029.72,Operations,Summit Advisory
TXN60461,2024-12-18,933.85,Procurement,Pacific-Trade
TXN60426,2024-10-15,100,Operations,Summit Advisory LLC
TXN60519,2024-06-04,8479.23,Operations,Orion Tech Ltd
TXN61026,2024-10-17,45109.02,Exec Office,Exec Office
TXN60927,2024-01-06,15000.0,Procurement,Alpha Consult
TXN61087,2024-02-04,1116.96,Admin Dept,Shell Ventures
TXN60427,2024-03-22,100,Operations,Shell Ventures
TXN60439,2024-03-06,9999,Finance Dept,Summit Advisors
TXN60571,2024-09-22,7808.24,Finance Dept,Summit Advisary
TXN60339,2024-06-13,100,Procurement,Summit Advisors
TXN60141,2024-08-30,100,Procurement,Pacific Trade Co
TXN61249,2024-05-20,1199.04,Procurement,Shell Venture Co
TXN60989,2024-02-16,26119.76,Exec Office,Exec Office
TXN61134,2024-04-09,1052.85,Exec Office,Shell Ventures LLC
TXN61240,2024-11-19,1001.15,Finance Dept,Shell Ventures LLC
TXN61195,2024-12-07,999.04,Finance Dept,Shell Venture Co
TXN60527,2024-10-02,2059.44,Operations,Pacific-Trade
TXN60992,2024-05-17,16321.68,Exec Office,Exec Office
TXN60947,2024-03-11,5000.0,Exec Office,Pacific Trade
TXN60916,2024-12-13,15000.0,Exec Office,Shell Ventures LLC
TXN60279,2024-07-27,100,Finance Dept,Summit Advisory LLC
TXN61457,2024-10-24,1170.25,Admin Dept,Shell Ventures
TXN61004,2024-03-01,28405.07,Procurement,Procurement
TXN60135,2024-12-14,7675.2,Admin Dept,Nexus Holdingz
TXN60620,2024-12-27,24998.21,Procurement,Pacific Trade Co
TXN61311,2024-01-04,1117.77,Operations,Shell Ventures LLC
TXN60575,2024-06-30,100,Finance Dept,Nexus Holdings Inc
TXN61436,2024-04-01,909.45,Admin Dept,Shell Venture
TXN61260,2024-10-29,971.69,Finance Dept,Shell Venture
TXN61383,2024-03-13,1034.8,Operations,Shell Ventures LLC
TXN60923,2024-05-05,10000.0,Finance Dept,Alpha Consulting
TXN60125,2024-12-20,9354.28,Admin Dept,Shell Venture Co
TXN61142,2024-09-20,1179.88,Procurement,Shell Ventures
TXN60978,2024-02-08,27371.01,Finance Dept,Finance Dept
TXN60393,2024-07-07,100,Procurement,Pacific Trade Ltd
TXN61228,2024-12-29,939.87,Operations,Shell Ventures LLC
GHOST61485,2024-09-15,30291.24,Unknown,Ghost Vendor 04
TXN61090,2024-05-05,1053.97,Finance Dept,Shell Ventures
TXN61000,2024-12-18,41101.0,Exec Office,Exec Office
TXN60090,2024-12-18,1014.31,Exec Office,Alpha Consult
TXN61011,2024-02-06,16462.66,Exec Office,Exec Office
TXN61235,2024-02-17,972.01,Exec Office,Shell Ventures Ltd
TXN60931,2024-10-26,20000.0,Finance Dept,Pacific Trade Co
TXN60714,2024-05-05,9999.72,Exec Office,Nexus Holdingz
TXN60960,2024-08-31,13490.02,Exec Office,Exec Office
TXN60273,2024-06-14,100,Procurement,Orion Tech Ltd
TXN60636,2024-02-06,24999.88,Operations,Alpha Consulting LLC
TXN61446,2024-04-18,1114.12,Exec Office,Shell Ventures
TXN61284,2024-04-01,983.49,Finance Dept,Shell Ventures
TXN61034,2024-10-09,960.94,Exec Office,Shell Ventures LLC
TXN60988,2024-10-20,31970.38,Procurement,Procurement
TXN60437,2024-01-03,9266.78,Exec Office,Summit Advisory LLC
TXN61126,2024-06-28,923.44,Operations,Shell Ventures Ltd
TXN60100,2024-05-04,7557.8,Procurement,AlphaConsulting
TXN60538,2024-02-07,930.31,Admin Dept,Summit Advisary
TXN60912,2024-12-04,1000.0,Procurement,SummitAdvisory
TXN61159,2024-02-28,1073.11,Exec Office,Shell Ventures
TXN60430,2024-07-10,8819.39,Admin Dept,Pacific Trade Co
TXN60220,2024-08-13,100,Operations,Shell Ventures Ltd
TXN60911,2024-08-19,1000.0,Finance Dept,Pacific Trade Co
TXN60820,2024-06-10,7500.0,Operations,AlphaConsulting
TXN60178,2024-04-09,877.41,Admin Dept,Pacific Trade Ltd
TXN60747,2024-06-03,24999.97,Exec Office,Shell Venture
TXN61153,2024-01-01,1118.17,Finance Dept,Shell Ventures
TXN61425,2024-10-04,1138.72,Operations,Shell Venture
TXN60208,2024-02-08,908.11,Finance Dept,Pacific Trade Ltd
TXN60852,2024-04-12,5000.0,Finance Dept,Nexus Holdingz
TXN61376,2024-08-11,1124.5,Exec Office,Shell Ventures
TXN60111,2024-03-11,8987.02,Procurement,Summit Advisary
TXN60465,2024-08-31,9007.59,Operations,Summit Advisors
TXN61384,2024-09-01,948.14,Admin Dept,Shell Ventures Ltd
TXN60334,2024-01-13,8220.2,Finance Dept,MetroSupplies
TXN60091,2024-08-14,918.56,Exec Office,Nexus Holdingz
TXN60315,2024-08-13,100,Operations,Shell Venture Co
TXN60886,2024-06-13,3000.0,Exec Office,AlphaConsulting
TXN60216,2024-04-13,100,Procurement,OrionTech
TXN61408,2024-04-26,1106.92,Finance Dept,Shell Ventures Ltd
TXN61133,2024-04-09,980.88,Finance Dept,Shell Ventures LLC
TXN60039,2024-09-01,1951.58,Exec Office,Metro Supplies
TXN60869,2024-03-02,2500.0,Procurement,Nexus Holdingz
TXN61317,2024-01-20,1199.78,Operations,Shell Ventures
TXN60596,2024-12-08,9822.19,Procurement,MetroSupplies
TXN60342,2024-02-20,100,Exec Office,Summit Advisory
TXN60722,2024-03-18,24998.45,Procurement,Nexus Holdings Inc
TXN61103,2024-09-25,1135.92,Exec Office,Shell Ventures Ltd
TXN60204,2024-09-09,945.54,Finance Dept,Summit Advisory
TXN60049,2024-03-30,100,Exec Office,NEXUS HOLDINGS
TXN60857,2024-04-15,2000.0,Admin Dept,Summit Advisary
TXN61448,2024-10-29,1148.63,Exec Office,Shell Venture Co
TXN60614,2024-09-10,2498.65,Operations,Shell Venture
TXN61455,2024-08-15,1012.66,Exec Office,Shell Ventures LLC
TXN60116,2024-04-17,100,Procurement,Pacific Trade
TXN60077,2024-08-30,100,Operations,Pacific Trade Ltd
TXN60944,2024-08-11,7500.0,Finance Dept,Pacific-Trade
TXN61192,2024-09-09,940.04,Operations,Shell Ventures
TXN60692,2024-06-23,4999.9,Finance Dept,AlphaConsulting
TXN60123,2024-06-05,9999,Exec Office,OrionTech
TXN61354,2024-07-26,1112.07,Operations,Shell Venture Co
TXN61181,2024-06-09,992.4,Procurement,Shell Ventures
TXN60314,2024-07-28,8371.98,Exec Office,Nexus Holdingz
TXN60199,2024-06-12,100,Procurement,Summit Advisory
TXN60008,2024-10-07,9999,Admin Dept,Shell Venture
TXN60230,2024-09-07,100,Exec Office,Shell Ventures
TXN60268,2024-12-01,1263.93,Admin Dept,SummitAdvisory
TXN61332,2024-10-04,1125.69,Finance Dept,Shell Ventures
TXN60853,2024-10-30,15000.0,Operations,Nexus Holdingz
GHOST61483,2024-01-14,29750.84,Unknown,Ghost Vendor 20
TXN61326,2024-06-11,1072.92,Exec Office,Shell Ventures
TXN61297,2024-07-25,1132.04,Finance Dept,Shell Venture
TXN60329,2024-07-04,9479.23,Exec Office,Shell Venture Co
TXN61018,2024-11-17,49170.99,Exec Office,Exec Office
TXN60017,2024-11-19,100,Procurement,Pacific-Trade
TXN61214,2024-12-26,923.84,Exec Office,Shell Venture
TXN60573,2024-06-26,7220.02,Operations,Alpha-Consulting
TXN61248,2024-05-20,1064.14,Exec Office,Shell Venture Co
TXN60270,2024-08-29,7896.52,Procurement,Summit Advisors
TXN60532,2024-11-05,100,Operations,Pacific Trade Co
TXN60502,2024-02-04,100,Operations,OrionTech
TXN61139,2024-07-09,1075.69,Procurement,Shell Ventures
TXN61077,2024-08-19,968.73,Operations,Shell Venture
TXN60375,2024-09-04,8120.14,Procurement,Pacific-Trade
TXN60829,2024-09-09,5000.0,Operations,Shell Venture Co
TXN61398,2024-12-08,1025.92,Operations,Shell Venture Co
TXN60728,2024-08-31,4998.74,Operations,Metro Supplies Co
TXN61222,2024-08-10,1181.23,Admin Dept,Shell Ventures Ltd
TXN61300,2024-10-12,996.66,Operations,Shell Ventures Ltd
TXN60517,2024-07-21,100,Admin Dept,Nexus Holdings Inc
TXN60229,2024-12-13,899.46,Finance Dept,Nexus Holdings
TXN60105,2024-11-05,100,Finance Dept,Shell Ventures LLC
TXN61360,2024-07-26,939.73,Finance Dept,Shell Venture Co
TXN60909,2024-05-31,500.0,Finance Dept,Shell Venture
TXN61215,2024-12-26,1162.54,Admin Dept,Shell Venture
TXN61447,2024-10-29,1165.92,Admin Dept,Shell Venture Co
TXN61050,2024-01-12,1002.69,Finance Dept,Shell Venture Co
TXN61209,2024-09-17,1096.05,Procurement,Shell Ventures LLC
TXN60864,2024-02-19,5000.0,Exec Office,Nexus Holdings
TXN60999,2024-11-09,13475.88,Procurement,Procurement
TXN60227,2024-06-10,8482.06,Admin Dept,Nexus Holdings
TXN60604,2024-04-13,24999.0,Admin Dept,Summit Advisors
TXN61251,2024-01-23,1088.11,Finance Dept,Shell Ventures LLC
TXN60176,2024-01-15,100,Exec Office,AlphaConsulting
TXN61459,2024-10-24,1184.87,Finance Dept,Shell Ventures
TXN60902,2024-10-22,20000.0,Procurement,NEXUS HOLDINGS
TXN61364,2024-10-21,1115.17,Finance Dept,Shell Ventures
TXN61100,2024-02-04,1058.67,Procurement,Shell Ventures Ltd
TXN61183,2024-07-21,1021.6,Admin Dept,Shell Venture Co
TXN60495,2024-03-16,7286.5,Admin Dept,Pacific Trade Ltd
GHOST61489,2024-09-24,37328.04,Unknown,Ghost Vendor 16
TXN61021,2024-07-04,13149.71,Exec Office,Exec Office
TXN60780,2024-07-23,2498.41,Procurement,AlphaConsulting
TXN60872,2024-05-18,7500.0,Exec Office,Pacific-Trade
TXN60981,2024-01-21,39781.31,Exec Office,Exec Office
TXN60336,2024-01-24,100,Operations,Alpha Consult
TXN61107,2024-09-25,1050.95,Procurement,Shell Ventures Ltd
TXN60701,2024-07-14,2498.19,Admin Dept,Shell Ventures
TXN60082,2024-03-25,7795.79,Exec Office,Shell Venture Co
TXN61368,2024-07-07,1013.62,Exec Office,Shell Ventures LLC
TXN60169,2024-05-25,8377.49,Admin Dept,OrionTech
TXN61178,2024-06-09,946.21,Procurement,Shell Ventures
TXN61114,2024-07-10,1034.98,Exec Office,Shell Ventures
TXN60106,2024-12-07,7917.38,Procurement,AlphaConsulting
TXN60587,2024-04-25,7240.13,Procurement,Pacific Trd
TXN60560,2024-03-09,100,Procurement,Metro Supplies Co
TXN60200,2024-03-02,100,Operations,Metro Supply
TXN60228,2024-12-07,100.68,Admin Dept,Shell Ventures
TXN60851,2024-01-22,2000.0,Admin Dept,Alpha Consulting LLC
TXN60401,2024-11-20,835.16,Admin Dept,Nexus Holdings
