transaction_id,timestamp,amount,source_entity,destination_entity
TXN11088,2024-04-05,200,Admin Dept,Pacific Services
TXN10244,2024-06-29,200,Finance Dept,Apex Holdings
TXN10213,2024-11-15,5681.13,Procurement,Apex Holdings LLC
TXN11380,2024-07-22,200.1,Finance Dept,Metro Vendors
TXN10090,2024-11-29,200,Procurement,A.B.C. Corp
TXN11268,2024-09-28,6.47,HR Dept,ABC Corp.
TXN10587,2024-12-26,200,HR Dept,Quick Fix IT
TXN10917,2024-08-28,200.0,Operations,Global Supply Co.
TXN11052,2024-06-30,200,HR Dept,Orion Consulting
TXN11098,2024-04-30,200,Legal Dept,ABC Corp.
TXN10165,2024-10-12,200,Operations,Metro Vendors
TXN10397,2024-05-09,1672.98,IT Dept,Tech Nova
TXN19042,2024-01-19,100,IT Dept,Summit Group
TXN10910,2024-08-21,200,Operations,Pacific Services
TXN11151,2024-09-16,113451.14,Operations,TechNova
TXN11368,2024-01-26,7999.99,Procurement,BlueWave Media
TXN11253,2024-12-19,3.04,HR Dept,Pacific Services
TXN19000,2024-07-25,100,HR Dept,BlueWave Media
TXN11360,2024-05-16,6803.24,Legal Dept,Tech Nova
TXN10292,2024-06-22,200,IT Dept,Summit Group
TXN10059,2024-04-24,6349.66,Legal Dept,Tech Nova
TXN11085,2024-08-06,200,Admin Dept,Global Supplies
TXN11005,2024-10-23,200,IT Dept,QuickFix IT Solutions
TXN10264,2024-12-21,200,Admin Dept,TechNova Inc
TXN10136,2024-08-29,850.89,Legal Dept,Global Supplies
TXN10956,2024-10-23,6940.09,Admin Dept,ABC Corp.
TXN10592,2024-12-12,200,IT Dept,Summit Group
TXN11211,2024-08-03,42583.3,Procurement,TechNova Inc
TXN10430,2024-01-31,200,Operations,Delta Systems
TXN10972,2024-03-31,200,Operations,Global Supplies
TXN10807,2024-10-31,1423.54,IT Dept,Quick Fix IT
TXN10325,2024-06-06,200.0,Finance Dept,QuickFixIT
TXN10043,2024-05-02,393.47,Procurement,QuickFix IT
TXN11264,2024-01-04,8.55,Operations,QuickFix IT Solutions
TXN11279,2024-07-24,8.81,IT Dept,QuickFix IT Solutions
TXN10240,2024-08-17,1696.07,Procurement,Global Supplies
TXN10957,2024-08-29,200,Procurement,ABC Corp
TXN10612,2024-05-29,200,Procurement,Metro Vendors
TXN11192,2024-08-30,43987.77,Operations,TechNova Ltd
TXN11312,2024-04-14,199.9,Operations,Apex Holdings Ltd
TXN10298,2024-01-14,979.68,Procurement,Apex Holdings LLC
TXN11145,2024-09-13,67842.79,HR Dept,TechNova
TXN10459,2024-11-25,3586.44,Procurement,Apex Hold.
TXN11094,2024-08-11,200,Operations,Global Supplies Ltd
TXN10779,2024-04-08,200.0,Finance Dept,Global Supplies
TXN10932,2024-08-24,280.23,Admin Dept,QuickFix I.T.
TXN10425,2024-06-27,200,Operations,TechNova L.T.D.
TXN11357,2024-03-15,1896.76,IT Dept,Metro Vendors
TXN10390,2024-07-21,200,Finance Dept,Metro Vendors
TXN10474,2024-03-18,200,Legal Dept,Tech Nova
TXN10528,2024-05-17,2044.62,IT Dept,Tech Nova
TXN10887,2024-12-09,531.24,Procurement,BlueWave Media
TXN10945,2024-01-20,200,Procurement,ABC Corp
TXN10355,2024-07-13,5915.13,Legal Dept,TechNova Inc
TXN10823,2024-11-05,200,Operations,TechNova Inc
TXN19038,2024-12-06,100,Operations,Zenith Logistics
TXN19035,2024-08-16,7418.16,Procurement,Summit Group
TXN11033,2024-06-12,200,Finance Dept,ABC Corp.
TXN11261,2024-09-12,7.22,Legal Dept,Global Supply Co.
TXN10626,2024-02-24,587.75,Finance Dept,Global Supply Co.
TXN10785,2024-04-01,200,Admin Dept,Apex Holdings LLC
TXN10497,2024-04-02,691.27,Operations,TechNova L.T.D.
TXN11210,2024-07-28,101744.24,IT Dept,A.B.C. Corp
TXN10331,2024-01-29,200,Admin Dept,QuickFixIT
TXN10408,2024-10-09,200,Admin Dept,TechNova
TXN10761,2024-05-08,1071.38,HR Dept,Northern Trade Co
TXN10403,2024-10-28,200,Legal Dept,Apex Hold.
TXN11247,2024-08-15,119929.82,IT Dept,ABC Corp.
TXN11371,2024-03-28,200.01,Legal Dept,TechNova
TXN10818,2024-12-30,200,Admin Dept,Delta Systems
TXN10531,2024-04-30,6965.63,Operations,GlobalSupplies
TXN11040,2024-03-08,200,Finance Dept,Orion Consulting
TXN10805,2024-09-25,1652.25,Admin Dept,Zenith Logistics
TXN11140,2024-07-17,52356.39,Operations,TechNova Ltd
TXN10794,2024-05-15,200,HR Dept,ABC Corp.
TXN10175,2024-02-16,200,Legal Dept,QuickFixIT
TXN11124,2024-09-19,37928.76,Operations,ABC Corp Ltd
TXN10414,2024-06-01,2617.36,Procurement,Summit Group
TXN10377,2024-02-10,438.38,Legal Dept,Apex Holdings Ltd
TXN11314,2024-12-07,7998.26,Legal Dept,QuickFix IT
TXN11173,2024-07-28,78508.5,Procurement,TechNova Inc
TXN10011,2024-10-12,200,Procurement,Apex Holdings Ltd
TXN11194,2024-09-17,96866.61,Legal Dept,TechNova
TXN10444,2024-02-06,200,HR Dept,Global Supplies
TXN11070,2024-12-27,200,IT Dept,Northern Trade Co
TXN10766,2024-01-08,200,Operations,QuickFix IT
TXN10330,2024-09-23,200,IT Dept,Pacific Services
TXN10256,2024-12-04,200,Finance Dept,QuickFix IT
TXN19018,2024-06-21,6385.94,IT Dept,BlueWave Media
TXN10955,2024-04-18,200,Operations,ABC Corp Ltd
TXN19007,2024-03-07,100,Operations,Summit Group
TXN10987,2024-12-20,6495.29,Legal Dept,ABC Corp
TXN11152,2024-09-29,114235.58,Legal Dept,TechNova Inc
TXN10669,2024-10-03,200,Admin Dept,Northern Trade Co
TXN10108,2024-04-04,200,Legal Dept,Apex Holdings Ltd
TXN10287,2024-06-29,1505.44,HR Dept,GlobalSupplies
TXN19095,2024-03-17,100,HR Dept,ABC Corp
TXN10795,2024-07-23,200,Finance Dept,GlobalSupplies
TXN10803,2024-02-13,2600.0,Operations,TechNova L.T.D.
TXN10447,2024-03-18,200,Procurement,Zenith Logistics
TXN10572,2024-10-22,200,Legal Dept,TechNova
TXN10729,2024-03-17,200,HR Dept,ABC Corp.
TXN11091,2024-08-10,200,Legal Dept,TechNova Inc
TXN10315,2024-11-29,200,Legal Dept,A.B.C. Corp
TXN11059,2024-02-22,200,Procurement,GlobalSupplies
TXN10290,2024-07-04,500.0,Admin Dept,TechNova Ltd
TXN10480,2024-05-13,200,HR Dept,TechNova Inc
TXN19015,2024-03-15,877.06,HR Dept,TechNova
TXN10903,2024-01-05,2717.79,Finance Dept,GlobalSupplies
TXN11165,2024-07-25,85481.96,Operations,ABC Corp
TXN10496,2024-10-05,200,IT Dept,Global Supplies
TXN10094,2024-06-08,200,Finance Dept,Delta Systems
TXN10020,2024-05-14,243.48,Procurement,Northern Trade Co
TXN10242,2024-05-02,200,Finance Dept,ABC Corporation
TXN10477,2024-05-23,200,HR Dept,Apex Holdings Ltd
TXN10605,2024-09-16,1320.63,IT Dept,ABC Corporation
TXN10962,2024-01-24,200,HR Dept,BlueWave Media
TXN10367,2024-04-08,200,HR Dept,Tech Nova
TXN10997,2024-05-16,200,IT Dept,Quick Fix IT
TXN19050,2024-09-11,100,Procurement,BlueWave Media
TXN10450,2024-05-25,200,Procurement,Apex Holdings
TXN10271,2024-02-07,3800.0,IT Dept,Apex Holdings LLC
TXN10758,2024-01-05,200,Operations,Zenith Logistics
TXN11159,2024-07-06,38470.59,Finance Dept,TechNova
TXN10666,2024-02-11,248.7,Procurement,Apex Holdings
TXN11280,2024-06-04,8.91,Procurement,Global Supplies Ltd
TXN10009,2024-07-08,7277.97,IT Dept,TechNova
TXN10380,2024-10-26,355.3,HR Dept,Apex Hold.
TXN19063,2024-06-23,2916.93,Finance Dept,ABC Corp
TXN11089,2024-11-22,200,Operations,TechNova L.T.D.
TXN10632,2024-08-14,200,Admin Dept,Pacific Services
TXN11251,2024-06-30,5.12,IT Dept,Summit Group
TXN10797,2024-10-22,200,Procurement,Summit Group
TXN19081,2024-04-18,2522.0,Admin Dept,TechNova
TXN11148,2024-09-29,62767.7,HR Dept,TechNova Ltd
TXN11391,Not-A-Date,800.0,HR Dept,Global Supplies
TXN10720,2024-10-04,200,Admin Dept,ABC Corp
TXN11139,2024-08-04,46325.98,HR Dept,ABC Corp Ltd
TXN10897,2024-09-06,200.0,Procurement,GlobalSupplies
TXN10577,2024-01-24,200,HR Dept,A.B.C. Corp
TXN11294,2024-06-04,2.95,Legal Dept,BlueWave Media
TXN10366,2024-12-23,200,Admin Dept,Orion Consulting
TXN10226,2024-07-04,200,IT Dept,ABC Corp
TXN11310,2024-09-26,4.73,IT Dept,Apex Hold.
TXN10417,2024-03-29,2635.5,Procurement,Delta Systems
TXN11348,2024-11-24,200.01,IT Dept,ABC Corporation
TXN10832,2024-07-30,200,IT Dept,Metro Vendors
TXN10261,2024-08-15,200,IT Dept,Quick Fix IT
TXN19073,2024-04-11,100,HR Dept,BlueWave Media
TXN10880,2024-04-12,200,HR Dept,QuickFix IT
TXN10160,2024-06-07,200,Procurement,ABC Corporation
TXN10458,2024-03-20,400.0,HR Dept,Summit Group
TXN10361,2024-03-12,8000,IT Dept,TechNova
TXN11164,2024-09-23,97549.16,HR Dept,TechNova L.T.D.
TXN11179,2024-08-28,27743.08,Operations,Tech Nova
TXN11075,2024-11-16,200,Finance Dept,BlueWave Media
TXN10083,2024-01-04,200,Operations,Global Supplies
TXN10299,2024-10-22,396.71,Legal Dept,GlobalSupplies
TXN10983,2024-08-24,7862.2,Operations,Orion Consulting
TXN10596,2024-02-27,4799.9,Legal Dept,TechNova
TXN10532,2024-10-19,200,Finance Dept,Global Supply Co.
TXN10624,2024-02-29,200,IT Dept,Apex Holdings Ltd
TXN11366,2024-05-20,676.68,Procurement,Tech Nova
TXN10327,2024-07-31,200,Admin Dept,Quick Fix IT
TXN10953,2024-07-18,200,HR Dept,Global Supplies
TXN10386,2024-10-13,200,Finance Dept,Zenith Logistics
TXN10684,2024-01-10,200,Admin Dept,Apex Holdings LLC
TXN11112,2024-08-26,36595.11,Legal Dept,ABC Corp Ltd
TXN10448,2024-03-04,8000,Finance Dept,ABC Corp.
TXN10708,2024-05-25,200.0,Finance Dept,Global Supplies Ltd
TXN11342,2024-10-14,200.01,Operations,Delta Systems
TXN10389,2024-09-10,200,Procurement,Apex Holdings LLC
TXN10225,2024-12-16,281.32,Legal Dept,Metro Vendors
TXN10061,2024-01-15,2679.52,IT Dept,Metro Vendors
TXN19004,2024-02-12,100,Operations,Zenith Logistics
TXN11135,2024-08-03,63098.32,Operations,TechNova Inc
TXN10322,2024-12-08,4826.99,Finance Dept,QuickFix I.T.
TXN10476,2024-06-06,700.15,Legal Dept,Zenith Logistics
TXN10216,2024-11-10,200,Legal Dept,A.B.C. Corp
TXN11362,2024-09-13,375.51,Admin Dept,QuickFix I.T.
TXN10215,2024-01-20,200.0,Operations,QuickFixIT
TXN10967,2024-09-24,6692.36,Procurement,TechNova L.T.D.
TXN10653,2024-12-04,200,Operations,QuickFix I.T.
TXN10326,2024-11-10,200,IT Dept,Quick Fix IT
TXN10133,2024-11-18,200,Finance Dept,ABC Corp
TXN11146,2024-07-02,90005.37,Operations,ABC Corporation
TXN19039,2024-02-28,2072.14,Procurement,Zenith Logistics
TXN11120,2024-08-15,91355.81,Admin Dept,ABC Corporation
TXN11026,2024-03-30,8000,IT Dept,QuickFix IT Solutions
TXN10943,2024-02-24,200,Admin Dept,Apex Holdings LLC
TXN10471,2024-05-24,200.0,Operations,Pacific Services
TXN11224,2024-09-01,110729.46,Procurement,Tech Nova
TXN11054,2024-05-27,200,IT Dept,Apex Holdings Ltd
TXN10522,2024-12-22,200,HR Dept,QuickFix IT Solutions
TXN10738,2024-04-26,4800.0,HR Dept,QuickFix IT
TXN10139,2024-12-03,200,Admin Dept,GlobalSupplies
TXN10713,2024-09-03,5681.59,Legal Dept,ABC Corp
TXN10038,2024-08-04,1265.2,Operations,TechNova Inc
TXN19078,2024-10-13,832.71,IT Dept,BlueWave Media
TXN10560,2024-11-03,200,Legal Dept,Summit Group
TXN10977,2024-04-22,200,HR Dept,QuickFix I.T.
TXN11074,2024-10-29,476.65,Finance Dept,ABC Corp
TXN10938,2024-08-27,200,IT Dept,TechNova Inc
TXN19022,2024-07-15,100,Operations,TechNova
TXN10867,2024-08-30,200,Procurement,Global Supplies
TXN10516,2024-07-30,200,HR Dept,Northern Trade Co
TXN10691,2024-09-28,7522.04,Finance Dept,Apex Holdings Ltd
TXN11370,2024-01-12,1571.82,Procurement,TechNova Inc
TXN11072,2024-08-31,3660.08,Admin Dept,Global Supplies
TXN10981,2024-05-31,1458.58,IT Dept,Tech Nova
TXN10742,2024-08-30,200,Finance Dept,Delta Systems
TXN10401,2024-06-18,200,Procurement,QuickFix I.T.
TXN11177,2024-08-20,89724.67,Procurement,ABC Corporation
TXN10053,2024-06-06,358.25,HR Dept,ABC Corporation
TXN11006,2024-10-07,248.61,Admin Dept,Orion Consulting
TXN10237,2024-01-28,200,Finance Dept,QuickFix IT Solutions
TXN10765,2024-01-27,200,HR Dept,Quick Fix IT
TXN10569,2024-06-01,200,Operations,Global Supply Co.
TXN10660,2024-10-24,367.17,HR Dept,Zenith Logistics
TXN10870,2024-06-18,600.0,Admin Dept,Apex Hold.
TXN10526,2024-09-07,8000,Operations,Global Supplies
TXN19058,2024-03-30,100,Procurement,TechNova
TXN11367,2024-08-04,366.99,Legal Dept,Apex Hold.
TXN10243,2024-10-01,2062.81,Operations,Apex Holdings
TXN10777,2024-03-19,8000,Legal Dept,Global Supplies Ltd
TXN10706,2024-03-21,200,Procurement,ABC Corp
TXN11031,2024-07-04,200,Admin Dept,Zenith Logistics
TXN10084,2024-10-02,875.35,Legal Dept,QuickFix IT Solutions
TXN11147,2024-09-27,69543.75,Legal Dept,TechNova
TXN11240,2024-08-23,108901.47,Procurement,TechNova Ltd
TXN10597,2024-10-29,200,Finance Dept,QuickFix IT Solutions
TXN10064,2024-10-02,200,Finance Dept,Global Supply Co.
TXN10338,2024-12-10,200,IT Dept,QuickFixIT
TXN10914,2024-03-13,311.32,Procurement,A.B.C. Corp
TXN10047,2024-03-09,200,Procurement,ABC Corp Ltd
TXN10071,2024-04-30,451.55,IT Dept,A.B.C. Corp
TXN10806,2024-10-21,200,Procurement,Delta Systems
TXN10746,2024-10-03,200,Operations,QuickFixIT
TXN10159,2024-12-03,421.9,IT Dept,Apex Hold.
TXN11217,2024-08-08,90612.92,Procurement,TechNova Ltd
TXN10589,2024-10-20,200,Finance Dept,Orion Consulting
TXN10667,2024-11-16,200,Procurement,Northern Trade Co
TXN10521,2024-11-06,8000,Procurement,TechNova
TXN10798,2024-08-01,200,Legal Dept,QuickFix IT Solutions
TXN10905,2024-05-24,200,IT Dept,ABC Corp Ltd
TXN10014,2024-05-15,1395.63,Operations,ABC Corp.
TXN19027,2024-11-23,1743.02,Procurement,Global Supplies
TXN10726,2024-07-06,200,Admin Dept,QuickFix IT
TXN10844,2024-11-09,200,Legal Dept,Global Supply Co.
TXN10711,2024-05-11,334.0,Admin Dept,Metro Vendors
TXN10443,2024-01-05,200,Operations,ABC Corp
TXN10035,2024-01-26,200,Admin Dept,ABC Corp Ltd
TXN10688,2024-09-15,1385.46,HR Dept,Global Supply Co.
TXN10295,2024-11-11,200,HR Dept,QuickFix I.T.
TXN10169,2024-11-28,200,Procurement,TechNova Inc
TXN10655,2024-11-27,200,Legal Dept,Pacific Services
TXN10941,2024-04-01,299.6,Legal Dept,TechNova L.T.D.
TXN10826,2024-04-04,200,Procurement,ABC Corp Ltd
TXN10699,2024-04-27,3735.78,Procurement,ABC Corp Ltd
TXN10840,2024-10-26,2090.44,HR Dept,BlueWave Media
TXN11195,2024-07-12,42703.8,Procurement,TechNova Ltd
TXN10378,2024-06-23,305.37,Legal Dept,A.B.C. Corp
TXN11163,2024-09-01,66398.66,HR Dept,TechNova
TXN10478,2024-07-09,200,Procurement,Northern Trade Co
TXN10608,2024-02-16,1412.34,Finance Dept,Orion Consulting
TXN10455,2024-01-09,200,Legal Dept,A.B.C. Corp
TXN11119,2024-07-21,65124.77,Legal Dept,ABC Corporation
TXN10284,2024-11-11,200.0,Operations,Pacific Services
TXN19049,2024-11-16,217.96,Finance Dept,Summit Group
TXN11125,2024-07-15,54027.02,Admin Dept,ABC Corporation
TXN11212,2024-09-07,107803.5,Finance Dept,TechNova Ltd
TXN11218,2024-07-25,33325.34,HR Dept,ABC Corp
TXN10628,2024-04-14,900.0,Legal Dept,TechNova Inc
TXN10347,2024-04-04,469.63,IT Dept,QuickFix I.T.
TXN19056,2024-01-18,261.03,Admin Dept,Summit Group
TXN10341,2024-08-16,200.0,Admin Dept,ABC Corporation
TXN19094,2024-08-17,163.45,Operations,TechNova
TXN11036,2024-06-14,200,HR Dept,Global Supplies Ltd
TXN10804,2024-10-13,2773.83,HR Dept,Global Supplies
TXN10965,2024-01-04,6800.0,Operations,A.B.C. Corp
TXN10602,2024-12-05,200,Operations,Quick Fix IT
TXN19041,2024-07-30,100,Finance Dept,Apex Holdings
TXN10266,2024-12-07,7997.26,Legal Dept,QuickFix IT
TXN10891,2024-01-16,278.88,Operations,Global Supplies
TXN19079,2024-05-19,100,HR Dept,TechNova
TXN10353,2024-04-07,330.32,HR Dept,Delta Systems
TXN10362,2024-01-31,5184.05,Procurement,Metro Vendors
TXN10775,2024-04-04,3000.72,Operations,Zenith Logistics
TXN11350,2024-07-14,200.01,Finance Dept,QuickFix I.T.
TXN11273,2024-09-21,7.81,Procurement,Summit Group
TXN10664,2024-08-11,200,Procurement,Apex Holdings LLC
TXN10046,2024-12-26,200,Legal Dept,Global Supplies Ltd
TXN11235,2024-08-27,72004.94,Procurement,TechNova
TXN11200,2024-08-01,53537.36,HR Dept,ABC Corp.
TXN10755,2024-07-30,528.47,Legal Dept,TechNova L.T.D.
TXN10541,2024-01-26,200,Procurement,Tech Nova
TXN10441,2024-07-21,200,HR Dept,ABC Corporation
TXN19098,2024-08-04,1106.66,Finance Dept,Global Supplies
TXN19013,2024-01-29,100,Operations,BlueWave Media
TXN10202,2024-01-04,304.54,Admin Dept,ABC Corporation
TXN11115,2024-09-19,44986.72,HR Dept,Tech Nova
TXN10382,2024-07-18,200,HR Dept,Zenith Logistics
TXN10439,2024-12-18,200.0,Operations,TechNova Ltd
TXN10137,2024-03-10,200,Admin Dept,Zenith Logistics
TXN10115,2024-08-01,200,Admin Dept,BlueWave Media
TXN10168,2024-11-08,200,IT Dept,Delta Systems
TXN11389,2024-05-01,200.01,Finance Dept,Quick Fix IT
TXN11387,2024-02-29,372.75,Admin Dept,Global Supply Co.
TXN10549,2024-03-04,536.84,Operations,Apex Holdings LLC
TXN11327,2024-05-09,251.44,Admin Dept,Global Supplies
TXN10731,2024-10-17,378.53,Admin Dept,Pacific Services
TXN10337,2024-07-20,200,HR Dept,Global Supplies Ltd
TXN10598,2024-01-15,3181.26,IT Dept,Apex Holdings
TXN11092,2024-05-26,200,IT Dept,Orion Consulting
TXN10813,2024-12-08,5623.04,Procurement,Apex Holdings Ltd
TXN11265,2024-06-23,2.83,Legal Dept,Global Supplies
TXN10369,2024-12-16,8000,HR Dept,TechNova Inc
TXN11303,2024-10-20,3.2,Legal Dept,Orion Consulting
TXN11109,2024-09-23,86312.77,Admin Dept,ABC Corp
TXN10051,2024-10-09,200,Procurement,QuickFixIT
TXN11183,2024-08-11,45079.85,Finance Dept,ABC Corp.
TXN11090,2024-04-12,3934.64,Finance Dept,Global Supply Co.
TXN11062,2024-08-31,575.63,Operations,Quick Fix IT
TXN11099,2024-09-25,200,Legal Dept,Delta Systems
TXN10580,2024-01-12,1019.12,HR Dept,TechNova Ltd
TXN10214,2024-06-04,200.0,Operations,Apex Holdings LLC
TXN19076,2024-02-06,4113.96,Operations,BlueWave Media
TXN10774,2024-05-14,200,IT Dept,Orion Consulting
TXN10273,2024-03-04,200,Finance Dept,Orion Consulting
TXN10308,2024-05-27,256.05,Procurement,TechNova L.T.D.
TXN10012,2024-01-17,200,HR Dept,Orion Consulting
TXN10678,2024-09-06,200,Legal Dept,Quick Fix IT
TXN10783,2024-02-06,200,Finance Dept,Zenith Logistics
TXN10754,2024-09-21,2200.0,Procurement,Tech Nova
TXN10345,2024-03-30,206.1,Procurement,Delta Systems
TXN10989,2024-10-25,316.18,Admin Dept,Zenith Logistics
TXN11189,2024-08-09,53361.93,Legal Dept,TechNova Ltd
TXN11221,2024-07-25,47969.12,Legal Dept,TechNova L.T.D.
TXN10900,2024-11-21,200,Admin Dept,Northern Trade Co
TXN19091,2024-05-08,100,Procurement,BlueWave Media
TXN19010,2024-03-14,100,HR Dept,Apex Holdings
TXN10210,2024-06-27,200,Admin Dept,TechNova Ltd
TXN11236,2024-08-06,91263.87,Finance Dept,A.B.C. Corp
TXN11034,2024-11-21,200.0,IT Dept,QuickFix IT Solutions
TXN10723,2024-12-17,6900.0,IT Dept,QuickFix I.T.
TXN11133,2024-08-29,83140.3,HR Dept,ABC Corporation
TXN10283,2024-03-03,200,HR Dept,QuickFixIT
TXN10769,2024-01-31,200,Legal Dept,Apex Holdings LLC
TXN11328,2024-12-30,199.99,HR Dept,BlueWave Media
TXN10567,2024-10-26,242.05,IT Dept,TechNova L.T.D.
TXN10101,2024-10-18,200,Legal Dept,QuickFixIT
TXN11122,2024-09-21,68059.87,Finance Dept,ABC Corp
TXN10102,2024-09-06,4336.4,IT Dept,TechNova
TXN10834,2024-01-22,386.68,Operations,QuickFix I.T.
TXN10771,2024-12-18,280.55,HR Dept,ABC Corp
TXN10079,2024-05-20,676.58,Procurement,Tech Nova
TXN10519,2024-07-11,200.0,HR Dept,Northern Trade Co
TXN19024,2024-05-11,240.93,Procurement,Summit Group
TXN10704,2024-08-12,200,Procurement,Global Supplies
TXN10057,2024-05-16,6802.24,Legal Dept,Tech Nova
TXN10188,2024-02-18,200,Operations,QuickFix IT Solutions
TXN10760,2024-03-15,8000.0,Finance Dept,Orion Consulting
TXN10649,2024-10-21,200,Admin Dept,A.B.C. Corp
TXN10461,2024-12-02,200,IT Dept,Apex Hold.
TXN11309,2024-04-19,4.53,HR Dept,Global Supplies
TXN10052,2024-03-17,200,Procurement,Northern Trade Co
TXN10289,2024-07-06,200,IT Dept,Zenith Logistics
TXN11365,2024-03-12,200.01,Finance Dept,TechNova Ltd
TXN10405,2024-06-08,200,HR Dept,Quick Fix IT
TXN10874,2024-01-20,221.61,Finance Dept,Quick Fix IT
TXN19083,2024-12-26,250.97,HR Dept,BlueWave Media
TXN11379,2024-03-20,400.01,HR Dept,Summit Group
TXN10940,2024-02-01,425.73,IT Dept,BlueWave Media
TXN11108,2024-07-03,92988.77,Legal Dept,ABC Corp.
TXN10872,2024-06-06,200,Admin Dept,ABC Corp Ltd
TXN10164,2024-02-08,974.66,Finance Dept,QuickFixIT
TXN10254,2024-07-07,7339.04,Procurement,Global Supplies
TXN10257,2024-06-28,1602.62,Procurement,QuickFixIT
TXN10892,2024-06-27,200,HR Dept,TechNova Inc
TXN10509,2024-11-10,6649.18,Admin Dept,Apex Holdings Ltd
TXN10817,2024-11-01,2508.54,IT Dept,Global Supplies
TXN10481,2024-05-19,7700.73,IT Dept,QuickFixIT
TXN19008,2024-09-14,100,HR Dept,QuickFix IT
TXN10751,2024-06-02,200,Legal Dept,Global Supplies
TXN10281,2024-06-23,200,Operations,TechNova Ltd
TXN10909,2024-09-06,200.0,Finance Dept,ABC Corp.
TXN10527,2024-07-14,709.11,HR Dept,Quick Fix IT
TXN11184,2024-09-09,100823.96,Procurement,ABC Corporation
TXN10385,2024-06-15,200,Admin Dept,Summit Group
TXN10558,2024-05-21,329.85,Finance Dept,QuickFix IT
TXN10042,2024-12-02,200.0,Finance Dept,QuickFix IT Solutions
TXN10286,2024-01-12,5995.97,IT Dept,Global Supplies
TXN10575,2024-09-28,200,Legal Dept,Orion Consulting
TXN10106,2024-06-25,466.4,Admin Dept,Global Supply Co.
TXN10682,2024-03-06,200,HR Dept,ABC Corporation
TXN10571,2024-06-09,200,Procurement,TechNova
TXN10539,2024-10-19,787.79,Procurement,Global Supplies
TXN11004,2024-02-02,2443.86,IT Dept,TechNova Ltd
TXN10647,2024-08-10,200,Procurement,BlueWave Media
TXN10696,2024-10-01,200,IT Dept,TechNova L.T.D.
TXN10454,2024-07-06,913.2,Admin Dept,QuickFix IT Solutions
TXN10863,2024-07-30,200,Admin Dept,QuickFix IT Solutions
TXN10724,2024-12-18,5976.51,Operations,QuickFix IT
TXN11028,2024-08-25,200,Admin Dept,Zenith Logistics
TXN11276,2024-12-04,1.08,Legal Dept,ABC Corporation
TXN10507,2024-10-27,596.06,Procurement,QuickFix I.T.
TXN10473,2024-09-09,200,IT Dept,GlobalSupplies
TXN10146,2024-06-17,633.86,Procurement,A.B.C. Corp
TXN10305,2024-12-14,254.63,Legal Dept,Zenith Logistics
TXN10538,2024-05-26,200,Finance Dept,Summit Group
TXN11063,2024-08-20,4987.52,HR Dept,BlueWave Media
TXN10357,2024-06-09,6761.63,HR Dept,Quick Fix IT
TXN11331,2024-09-10,201.0,Procurement,BlueWave Media
TXN10811,2024-08-18,701.37,Finance Dept,TechNova Inc
TXN19053,2024-01-11,100,Finance Dept,TechNova
TXN10155,2024-09-04,945.68,Operations,Pacific Services
TXN11293,2024-10-30,0.76,Legal Dept,Global Supplies Ltd
TXN10140,2024-10-05,200,IT Dept,Global Supplies Ltd
TXN10584,2024-01-05,3701.87,Procurement,Apex Holdings LLC
TXN10629,2024-12-11,200,Admin Dept,Pacific Services
TXN10234,2024-11-24,200,IT Dept,ABC Corporation
TXN11162,2024-08-10,103810.97,IT Dept,TechNova L.T.D.
TXN10191,2024-08-04,367.0,Legal Dept,Apex Hold.
TXN10739,2024-08-15,271.04,Operations,TechNova L.T.D.
TXN10886,2024-12-19,1178.98,Admin Dept,Apex Holdings LLC
TXN10203,2024-03-02,200,IT Dept,QuickFix IT
TXN10187,2024-04-20,200,Legal Dept,Global Supplies Ltd
TXN10062,2024-02-25,200,IT Dept,ABC Corporation
TXN10198,2024-06-15,1453.65,IT Dept,Zenith Logistics
TXN11288,2024-07-18,1.3,Admin Dept,QuickFix IT
TXN10153,2024-05-27,245.96,Legal Dept,QuickFixIT
TXN10134,2024-07-27,200,Finance Dept,Global Supplies Ltd
TXN10466,2024-05-10,200,IT Dept,TechNova
TXN10058,2024-04-12,200.0,Operations,Tech Nova
TXN10218,2024-02-01,200,HR Dept,Metro Vendors
TXN10681,2024-09-02,4811.17,Operations,Apex Hold.
TXN11225,2024-09-13,69791.47,Legal Dept,Tech Nova
TXN11095,2024-05-22,200,Finance Dept,TechNova L.T.D.
TXN10258,2024-01-30,261.49,Procurement,Summit Group
TXN10674,2024-07-03,200,Admin Dept,Delta Systems
TXN10189,2024-08-30,266.51,HR Dept,Apex Hold.
TXN19032,2024-06-06,100,Operations,TechNova
TXN11132,2024-09-21,26969.79,Finance Dept,TechNova L.T.D.
TXN11143,2024-07-04,42135.14,Legal Dept,A.B.C. Corp
TXN10524,2024-05-30,3153.59,Operations,A.B.C. Corp
TXN10511,2024-10-17,200,Admin Dept,QuickFix I.T.
TXN11270,2024-08-22,4.42,Operations,Northern Trade Co
TXN19093,2024-05-28,100,Admin Dept,TechNova
TXN11275,2024-08-10,4.31,Legal Dept,TechNova
TXN11385,2024-08-18,4969.92,Procurement,TechNova L.T.D.
TXN11106,2024-08-05,76845.78,Operations,ABC Corp Ltd
TXN11166,2024-07-05,39118.98,HR Dept,A.B.C. Corp
TXN11191,2024-09-04,88224.43,Legal Dept,TechNova
TXN11285,2024-08-14,6.43,Admin Dept,Apex Holdings LLC
