voucher_id,voucher_type,entry_date,posting_date,amount,leading_digit,vendor_name,created_by,approved_by,invoice_no,tax,total,reference,supporting_doc,risk_flags,risk_score,is_fraud
1085,Journal,2026-02-25 18:12:00.415659,2026-02-25 18:12:00.415659,6216,6,Green Enterprises Pvt Ltd,38,81,cf9d323d,1118.88,7334.88,bf0a15e2-29e5-4251-bbf3-a734b5d1a24b,Invoice,Duplicate Pattern,1.4,0
1086,Payment,2026-01-30 10:24:09.352459,2026-01-30 10:24:09.352459,23143,2,BlueStar Traders LTD,53,37,6242be7e-4c8c-431a-bc03-3a2c85af1bee,4165.74,27308.739999999998,740bfd3b-50f8-4442-bcc4-7bf4f4555668,Invoice,Normal,0.0,0
1087,Journal,2026-01-31 22:25:55.883832,2026-01-31 22:25:55.883832,27161,2,Apex Tech Pvt Ltd,0,4,7c15d3dc-e2f5-4a1e-935d-5c1a314cfd9c,4888.98,32049.98,7017a2a0-7572-4f85-9342-7464911055df,Invoice,Normal,0.0,0
1088,Receipt,2026-02-01 17:44:08.837527,2026-02-01 17:44:08.837527,44000,4,Global Tech LLP,0,79,35222a3b,7920.0,51920.0,f910669d-53ea-4e95-b33e-50913babc6e2,Contract,"Rounded Amount,Duplicate Pattern",2.82,1
1089,Receipt,2026-02-27 01:40:02.696423,2026-02-27 01:40:02.696423,14092,1,Green Solutions Pvt LTD,67,80,0ac6bcec-9123-4328-831a-9576a6df924e,2536.56,16628.56,0d6b1ef5-4dc8-4efe-bb94-dbeb450c14e1,Invoice,Normal,0.0,0
1090,Payment,2026-03-18 05:32:48.758707,2026-03-18 05:32:48.758707,24424,2,Green Enterprises Ltd,81,86,a39fc23f,4396.32,28820.32,62d9424d-4cd1-46a5-9ab4-7634a872f1f0,Invoice,Duplicate Pattern,1.08,0
1091,Journal,2026-04-02 06:42:37.710198,2026-04-02 06:42:37.710198,46837,4,BlueStar Traders LTD,56,76,c0d19dcc,8430.66,55267.66,593bb9a5-fdf9-4570-92e3-366277a7efdd,None,"Missing Doc,Duplicate Pattern",2.17,1
1092,Payment,2026-02-13 12:31:26.105729,2026-02-13 12:31:26.105729,49778,4,BlueStar Solutions Pvt Ltd,96,66,1a047f23-4fe5-43ac-8a28-4ee4c78fd057,8960.04,58738.04,69698933-70f3-4fd3-a168-9a21016916eb,Invoice,Normal,0.0,0
1093,Journal,2026-02-13 05:49:17.202353,2026-02-13 05:49:17.202353,31460,3,BlueStar Solutions Ltd,14,88,7dbf6734-c116-49d0-92bb-4be05cb8e264,5662.8,37122.8,4c24ee29-6e44-40b9-8e2f-0e0ae12817f3,None,Missing Doc,0.96,0
1094,Receipt,2026-04-14 18:04:45.671990,2026-04-14 18:04:45.671990,22912,2,,21,14,e3c97ec2-40f0-4169-8190-614ce9d234f6,4124.16,27036.16,614be1c9-82eb-4833-b286-0fdf30ebe4c2,Contract,Null Vendor,0.98,0
1095,Payment,2026-02-10 15:58:45.818369,2026-02-10 15:58:45.818369,2695,2,Om Sai Logistics Pvt LTD,9,94,6256a90c-08da-4510-b126-4004fa14f0da,485.1,3180.1,3ef4523b-2029-4a84-ba43-6872aa9a1119,Contract,Name Variation,1.29,0
1096,Journal,2026-03-31 03:36:00.579928,2026-03-31 03:36:00.579928,287694,2,Shree Logistics Ltd,27,11,ce1c0488-c8a2-4272-9dfd-314869b10397,51784.92,339478.92,19581f98-9092-41a7-9e7a-e4cac21de868,None,"High Value,Missing Doc",2.79,1
1097,Receipt,2026-01-18 03:59:10.117116,2026-01-18 03:59:10.117116,3130,3,Global Tech LLP,26,45,99c20441-5a70-410e-8250-d44088b16d97,563.4,3693.4,a8d032b1-246b-4a40-aa86-1f8fb732636e,None,Missing Doc,1.26,0
1098,Receipt,2026-01-16 05:36:53.208480,2026-01-16 05:36:53.208480,2483,2,Shree Solutions Ltd,40,49,8ed4d493-fe85-4e49-8e3b-4daa4474dce4,446.94,2929.94,1ab0526b-01f7-4751-a35f-b0a31685cc6b,Invoice,Normal,0.0,0
1099,Receipt,2026-01-26 06:33:06.731733,2026-01-27 06:33:06.731733,5200,5,BlueStar Logistics Ltd,72,93,55d08ba8-fa34-43a5-91f5-37861dc6bd8f,936.0,6136.0,df091d6a-d846-41e4-a4a0-943394e143d9,Invoice,Backdated,1.09,0
1100,Payment,2026-01-12 22:55:11.111662,2026-01-12 22:55:11.111662,10049,1,Om Sai Enterprises Ltd,68,98,1bffc486-6e28-41fa-afac-511bffc5444a,991.788017408356,11040.788017408357,9b4eac25-90e8-4061-bb04-69b3389d7d32,Contract,Tax Mismatch,1.07,0
1101,Receipt,2026-02-19 23:54:09.752695,2026-02-20 23:54:09.752695,24683,2,Green Tech Ltd,0,59,8817699f-65c1-4262-8f07-2342b8b69d1b,4442.94,29125.94,470b426e-3ee0-4838-9a5e-db49262840a5,None,"Backdated,Missing Doc",2.85,1
1102,Journal,2026-01-22 00:21:06.407150,2026-01-22 13:21:06.407150,26337,2,Apex Solutions Pvt Ltd,41,34,eed2c32d-9441-492d-8495-a01fd4bdd818,4740.66,31077.66,1a544358-c3f1-4ae4-9c84-8653b245ab00,Invoice,Odd Timing,1.09,0
1103,Payment,2026-04-16 17:36:12.274605,2026-04-16 17:36:12.274605,257491,2,Green Enterprises Ltd,44,34,889da6dd-0929-4df9-9d7b-46cb06d15806,46348.38,303839.38,d3be26e0-93c9-4c41-8305-dcdde31f1b1b,None,"High Value,Missing Doc",1.83,1
1104,Payment,2026-03-28 21:56:10.886298,2026-03-28 21:56:10.886298,7870,7,Om Sai Logistics Ltd,51,74,67458013-75c3-4cae-af4b-8eef33f77464,1416.6,9286.6,379d89d0-311a-4ae1-968e-c18b74a5f1fa,Invoice,Normal,0.0,0
1105,Journal,2026-04-15 14:38:38.211306,2026-04-15 14:38:38.211306,24617,2,Apex Enterprises LLP,46,73,df4170fc-718a-4748-aef1-84e8b9c74916,4431.06,29048.06,a8c19f9f-ff77-47f1-9343-d9d4e4e016bc,None,Missing Doc,1.21,0
1106,Journal,2026-03-08 05:07:56.796875,2026-03-08 05:07:56.796875,18900,1,Om Sai Logistics LTD,9,30,61d81be9-e0ee-49d7-b06e-afb21e6c603c,3402.0,22302.0,3a5b9f71-4392-4631-8039-32ad9a6c1da4,Invoice,Normal,0.0,0
1107,Receipt,2026-02-10 16:23:31.347594,2026-02-10 16:23:31.347594,33000,3,Green Traders Pvt Ltd,5,55,1d52d212-06a3-422f-95aa-b91ee59faf4f,5940.0,38940.0,e8b06657-0f82-4fe5-ae20-a58b8ae7454a,Contract,Rounded Amount,1.07,0
1108,Journal,2026-04-08 16:20:12.970334,2026-04-08 16:20:12.970334,10050,1,Shree Traders Ltd,13,74,be4a6cd1-70c0-49cc-b2cb-3d4a44dca0db,1809.0,11859.0,a6c2eee6-63a2-4e95-b083-95df2abf3f40,Invoice,Normal,0.0,0
1109,Receipt,2026-04-10 14:30:35.661532,2026-04-10 14:30:35.661532,14706,1,Apex Tech Ltd,52,32,1d7acd3b-5de7-4793-8e28-c884535adc41,2134.6584245276586,16840.658424527657,48900775-6683-467a-b5f6-fa0ec5a11fe3,Invoice,Tax Mismatch,1.05,0
1110,Receipt,2026-01-12 09:47:42.015054,2026-01-12 09:47:42.015054,19963,1,BlueStar Traders LLP,76,52,5dea2ae3-872f-41ae-bc90-698e76e76b7b,3593.34,23556.34,0f240887-d00e-4108-9cdd-0c8a26933b77,None,Missing Doc,0.97,0
1111,Receipt,2026-04-15 13:49:26.106262,2026-04-15 13:49:26.106262,35714,3,Om Sai Tech Pvt Ltd,24,68,e3eca0bf-2209-4386-b844-5d6cdb0c6577,7876.288728307961,43590.28872830796,32c631b5-ff06-4f1c-9c43-a05bafbffb2c,Contract,Tax Mismatch,1.41,0
1112,Payment,2026-02-08 10:30:01.729484,2026-02-08 10:30:01.729484,20975,2,Shree Logistics Ltd,23,46,49ae6d6f-21a3-4e0f-a406-8d2b9d72e361,3775.5,24750.5,c91a03f2-a2c6-40c2-9d3e-59dabe3aadba,Invoice,Normal,0.0,0
1113,Receipt,2026-02-11 15:10:40.052304,2026-02-11 15:10:40.052304,7893,7,BlueStar Solutions Ltd,41,97,01155685-2cc3-4d1c-ba75-e90be3e0f83c,1420.74,9313.74,9a4b71c4-7f33-46ee-8ae4-ea7fb65f49ca,Invoice,Normal,0.0,0
1114,Payment,2026-02-13 00:43:57.765654,2026-02-13 00:43:57.765654,22455,2,Om Sai Logistics Pvt LTD,47,99,05d882b1-ec7e-492d-9184-ade094cbac83,4041.9,26496.9,b8c07c72-7326-4d8a-870b-532462c2a942,None,Missing Doc,1.27,0
1115,Journal,2026-01-24 01:32:53.062772,2026-01-24 10:32:53.062772,47087,4,BlueStar Solutions Pvt Ltd,31,60,b5d8b338-0818-43bf-9f1b-d1eb0e8b946e,8475.66,55562.66,209cfe7a-5b74-4ce6-9e7e-a5e8dff9a027,Invoice,Odd Timing,1.32,0
1116,Payment,2026-01-20 17:05:40.488708,2026-01-20 17:05:40.488708,29723,2,Green Logistics Ltd,6,44,fa4221d1-1d7a-4dd9-95cf-af5532f9f974,5350.14,35073.14,603b62c7-5162-4230-a4c0-858df5f7766c,Contract,Normal,0.0,0
1117,Journal,2026-02-08 09:03:37.569940,2026-02-08 09:03:37.569940,48832,4,Om Sai Tech Pvt Ltd,49,8,3cd51cb5-14dd-4dbc-a4fa-ef94e0d1a383,8789.76,57621.76,7033a387-bdd2-4fcb-aa1c-fab292c8c31a,Invoice,Normal,0.0,0
1118,Journal,2026-03-03 03:45:21.006108,2026-03-03 03:45:21.006108,27000,2,Om Sai Logistics LLP,96,44,d0f5f396-6981-4ee5-8cea-32603e40631d,4860.0,31860.0,f52878f3-57bb-4e28-8948-0c75cc294302,None,"Rounded Amount,Missing Doc",1.98,1
1119,Journal,2026-01-03 16:19:11.374023,2026-01-03 16:19:11.374023,42155,4,Om Sai Logistics Pvt Ltd,27,86,8b589f10-7d66-4b46-a9f1-32830f37f8fa,7587.9,49742.9,b20e18a7-886d-4a15-acb5-1fcb8eb6cc43,Contract,Normal,0.0,0
1120,Receipt,2026-01-28 12:35:55.829424,2026-01-28 12:35:55.829424,31620,3,Shree Logistics Pvt Ltd,94,40,e3329d5c-3555-460e-a66c-89a8c5be8f97,5691.6,37311.6,e65f590f-7473-4dfd-bf86-12201efaee40,None,Missing Doc,1.18,0
1121,Receipt,2026-01-05 14:55:09.664554,2026-01-05 14:55:09.664554,5514,5,Shree Solutions Pvt LTD,33,11,abafd9c1-5bd1-49de-9c67-2bc5bf86ec01,992.52,6506.52,c4f66bcc-262c-49fc-be9c-9e92daa5847e,Contract,Name Variation,1.03,0
1122,Receipt,2026-03-03 17:06:39.299808,2026-03-03 17:06:39.299808,24567,2,Shree Logistics LLP,6,74,336916ee-3018-4ba6-8d88-2c52425c80bb,4422.06,28989.06,53f96837-168f-42b0-a051-85611ab7e647,Invoice,Normal,0.0,0
1123,Payment,2026-04-11 16:19:12.290174,2026-04-11 16:19:12.290174,33036,3,Green Logistics Pvt Ltd,57,71,bb8ce3d6-0838-4bb1-9c34-3927268cd03c,5946.48,38982.479999999996,12b4fb62-e5a0-4f2d-b255-571f305b8ba8,Contract,Normal,0.0,0
1124,Receipt,2026-01-18 10:19:24.027952,2026-01-18 10:19:24.027952,6777,6,Apex Solutions Pvt LTD,23,55,d6b8fda1-1336-4b9f-beeb-2649c27764e1,1219.86,7996.86,c9f796c4-6862-4d0d-804c-ef433821eded,Contract,Name Variation,0.97,0
1125,Receipt,2026-03-12 16:34:37.871100,2026-03-12 16:34:37.871100,13000,1,Apex Tech Ltd,88,34,92c4585c-c6fc-4cc1-a075-5c7aa3ad32ef,2340.0,15340.0,eecba87f-a68f-4513-907d-9aae297aca21,Contract,Rounded Amount,1.11,0
1126,Payment,2026-03-16 00:19:47.771477,2026-03-16 11:19:47.771477,12281,1,Om Sai Logistics Pvt LTD,48,91,40941ab7-3ce8-44a4-b878-f5a5f16490c0,2210.58,14491.58,f3bf400d-8a5e-4d5e-bb70-504c6df1ddae,Contract,"Odd Timing,Name Variation",2.37,1
1127,Payment,2026-02-05 03:39:21.363487,2026-02-05 08:39:21.363487,10811,1,Apex Tech Ltd,28,27,b7467741-7889-4ffb-84c9-e83b21187bec,1945.98,12756.98,c86aca81-5b68-43ca-96c3-5ffc18c69875,Contract,Odd Timing,1.05,0
1128,Payment,2026-04-05 15:53:01.060203,2026-04-05 15:53:01.060203,47480,4,Shree Logistics Pvt Ltd,67,45,e9e31f0a-1dd3-4dd0-8f73-582e2cdd0e20,8546.4,56026.4,afb5056a-1614-4d1b-952c-a0c24b50717f,Contract,Normal,0.0,0
1129,Payment,2026-02-22 16:54:44.121866,2026-02-22 16:54:44.121866,9154,9,Om Sai Traders Ltd,23,33,6b98cbfb-9889-4b77-913b-59ea864fe7b8,1647.72,10801.72,81234d0f-9612-4e0b-9944-f854f1f9e052,Contract,Normal,0.0,0
1130,Journal,2026-02-11 05:22:44.511752,2026-02-16 05:22:44.511752,12677,1,Om Sai Logistics Ltd,48,30,a81a251c-f4ee-4ede-bf46-426722ecc922,2281.86,14958.86,73a4f0f0-47e1-4adf-8dde-0a1baf6ab4b7,Contract,Backdated,1.2,0
1131,Receipt,2026-02-03 02:40:42.936360,2026-02-07 02:40:42.936360,28717,2,Om Sai Logistics Ltd,82,22,c071f686-be6c-4147-9883-2a13c87cfe33,5169.06,33886.06,e72b3c80-01e8-4464-84e1-6563c6b5847e,Contract,Backdated,1.03,0
1132,Journal,2026-04-10 09:29:13.610031,2026-04-15 09:29:13.610031,41000,4,,80,48,848cce08-3cfe-4786-85c9-b420b4953592,7380.0,48380.0,896476b1-022d-4b60-aeff-4c60332b67dd,Invoice,"Rounded Amount,Backdated,Null Vendor",2.62,1
1133,Payment,2026-01-11 23:13:02.851270,2026-01-11 23:13:02.851270,7622,7,BlueStar Traders Ltd,76,41,1e5a8838-33ed-4f13-b299-dfc195470780,1371.96,8993.96,741a4886-5de2-46a5-a39a-a2355be7f5d1,Invoice,Normal,0.0,0
1134,Journal,2026-03-25 04:28:42.113970,2026-03-25 04:28:42.113970,35587,3,BlueStar Traders LTD,29,54,ee682a17-23b1-44b4-b338-389492b60489,6405.66,41992.66,f62916c8-affa-44a6-a9ac-a7cf7827e676,Contract,Normal,0.0,0
1135,Payment,2026-01-27 00:13:44.290643,2026-01-27 00:13:44.290643,36555,3,Om Sai Logistics Ltd,74,22,ffa0f918-33ba-4edf-b75d-e74b08106077,6579.9,43134.9,bcd15a4e-eb8a-434a-906a-1b6d3d60e45c,Contract,Normal,0.0,0
1136,Receipt,2026-02-07 04:43:57.539525,2026-02-07 04:43:57.539525,32000,3,Shree Logistics LLP,85,37,cef010f3-c357-4ec6-89cd-fb8ecf24429c,5760.0,37760.0,022fb6f4-2e7a-4c67-b8d4-cb30cc0cdc88,None,"Rounded Amount,Missing Doc",2.14,1
1137,Payment,2026-04-05 06:46:27.483370,2026-04-05 06:46:27.483370,41845,4,BlueStar Traders LTD,30,69,a439d513-8070-46a2-88d3-420e5f867d9a,7532.1,49377.1,7165a9ac-0e38-400f-aca4-4878c150971c,None,Missing Doc,0.84,0
1138,Journal,2026-03-09 20:19:08.603570,2026-03-09 20:19:08.603570,15810,1,Global Solutions Pvt Ltd,7,31,078e5273-ed66-4450-aaf2-ed4ed30d583c,3838.8057983509725,19648.80579835097,29216a78-5a48-4601-9aa8-dc7eda791582,Invoice,Tax Mismatch,0.8,0
1139,Payment,2026-03-27 02:03:01.045002,2026-03-28 02:03:01.045002,19357,1,Om Sai Logistics Pvt LTD,3,56,98cdd9f6-0332-44f6-905d-aedbb5cfd31c,3484.26,22841.260000000002,a85e66f8-9824-4176-8337-1dde1d69d735,None,"Odd Timing,Backdated,Missing Doc",3.64,1
1140,Journal,2026-01-03 15:45:22.326856,2026-01-03 15:45:22.326856,40694,4,Om Sai Logistics Pvt Ltd,9,20,553aa984-485f-436e-8a1a-083389effa19,7324.92,48018.92,82b825e3-e0ec-4541-8861-2d87f4afc7ef,Contract,Normal,0.0,0
1141,Journal,2026-03-26 13:40:38.913217,2026-03-26 13:40:38.913217,30480,3,Green Logistics Pvt Ltd,9,15,a8ecf03b-c0c2-4ec2-9863-c59d65d09a67,5486.4,35966.4,6b790a23-c83e-4ca3-aa9f-384686cb31a9,Contract,Normal,0.0,0
1142,Receipt,2026-02-19 07:52:06.062932,2026-02-19 07:52:06.062932,5253,5,Green Logistics LLP,25,4,c4715e79-8378-483a-a39a-285a653c8ac3,945.54,6198.54,6712251b-00fe-4488-8501-d4ef9ca7904e,Invoice,Normal,0.0,0
1143,Payment,2026-03-19 04:23:37.756197,2026-03-19 04:23:37.756197,13976,1,Om Sai Logistics Pvt Ltd,88,5,cb134c9f-6325-4123-b348-036290f8967c,2515.68,16491.68,60069b8e-0536-4fd7-8a96-ebf419d4b0b6,None,Missing Doc,0.9,0
1144,Payment,2026-03-14 01:39:11.613984,2026-03-14 01:39:11.613984,7660,7,BlueStar Solutions Ltd,27,35,ae2094d5-0b42-49f8-a969-374ab2989086,1378.8,9038.8,d0eea8f3-825a-42cb-bcb9-0f330ec25b20,None,Missing Doc,0.96,0
1145,Payment,2026-01-02 14:47:28.047677,2026-01-02 14:47:28.047677,47754,4,Green Traders Pvt Ltd,36,24,ee232030-cedc-40c6-9759-b61a2cc59584,8595.72,56349.72,da01e534-2201-4a11-999c-a2a36623056b,Invoice,Normal,0.0,0
1146,Receipt,2026-02-19 22:41:39.528719,2026-02-19 22:41:39.528719,1633,1,Shree Solutions Pvt Ltd,6,64,7a6cded6-306c-458c-8502-44a7aec0ea34,293.94,1926.94,4d9033f9-24e5-4c19-9616-4c592537eb5a,None,Missing Doc,1.47,0
1147,Payment,2026-01-01 07:26:08.840023,2026-01-01 07:26:08.840023,22405,2,Global Tech LLP,35,86,8101391a-1666-4afd-9916-352047fe4f4d,4032.9,26437.9,73a579fb-c178-4156-80e6-62d64edae200,Invoice,Normal,0.0,0
1148,Payment,2026-01-01 15:07:46.261357,2026-01-01 15:07:46.261357,24698,2,Om Sai Logistics Ltd,92,18,466c6460-811b-433b-8ccf-c1c97c5ca3a3,4445.64,29143.64,94de9419-48fc-4a2b-a57a-1afc154b5509,Invoice,Normal,0.0,0
1149,Payment,2026-02-03 00:54:21.241574,2026-02-03 09:54:21.241574,38524,3,Om Sai Logistics Pvt Ltd,27,39,983e15a8-d91f-4983-95b0-c0de1fa2046f,5925.135017765829,44449.13501776583,44e41e9e-1fa3-4c98-98e7-68a5ab2afb0e,Contract,"Odd Timing,Tax Mismatch",2.14,1
1150,Receipt,2026-04-15 00:18:20.208081,2026-04-15 16:18:20.208081,43612,4,BlueStar Enterprises LLP,5,8,425647a5-c030-457b-9dd3-b0a4e959639d,7850.16,51462.16,dd2d0311-10c9-448c-a0ab-6de4d1fc3d8c,None,"Odd Timing,Missing Doc",1.97,1
1151,Receipt,2026-02-18 11:20:55.281712,2026-02-18 11:20:55.281712,23825,2,Om Sai Traders Pvt LTD,92,50,24fd301d-f4ae-4aab-96ec-fdfb23cac0e5,4288.5,28113.5,af2e52f8-ae1c-4e27-87e4-6823e43be418,None,"Missing Doc,Name Variation",2.06,1
1152,Journal,2026-02-21 08:19:17.897901,2026-02-21 08:19:17.897901,24000,2,Apex Tech Ltd,96,68,8f6386c1-325c-4a2c-90e0-94698bce34f9,4320.0,28320.0,b0c92c14-0365-4323-92db-a1b2310de5e9,Invoice,Rounded Amount,1.17,0
1153,Payment,2026-01-09 10:24:40.181761,2026-01-09 10:24:40.181761,37420,3,Shree Traders Ltd,98,46,f268699d,6735.6,44155.6,281a3230-3f71-441d-a9fd-6a2eaa2a5d91,Contract,Duplicate Pattern,1.24,0
1154,Payment,2026-02-08 00:49:38.998700,2026-02-08 13:49:38.998700,41661,4,Apex Traders Ltd,16,55,373d6142-7a63-4efa-bd4c-f92f22b99448,7498.98,49159.979999999996,8a9a6840-4486-4d99-85ee-6361ccfbcc8a,None,"Odd Timing,Missing Doc",2.59,1
1155,Receipt,2026-03-14 22:00:33.452611,2026-03-14 22:00:33.452611,9631,9,Green Logistics Ltd,15,28,9d09f68c-30d8-4bdd-9e44-688ecb006c1f,1733.58,11364.58,a56a855e-4fb2-42ea-a687-9229267d7619,None,Missing Doc,0.84,0
1156,Receipt,2026-03-16 11:10:20.982529,2026-03-16 11:10:20.982529,28361,2,Shree Solutions Pvt Ltd,45,5,d266c7cc-0f4b-4c9f-8393-069f3eed63cc,5104.98,33465.979999999996,a2da15a7-3878-4caa-9eee-d1f14fc23ee4,Contract,Normal,0.0,0
1157,Payment,2026-03-09 08:17:56.723830,2026-03-09 08:17:56.723830,28377,2,BlueStar Traders LTD,39,1,4997ffd2-a1ad-4190-bc4f-01576413b084,5107.86,33484.86,1b2de1ee-dfeb-4ddd-a432-2aff3b3922ea,None,Missing Doc,0.99,0
1158,Payment,2026-01-12 03:37:41.453778,2026-01-12 03:37:41.453778,18532,1,Om Sai Logistics Pvt Ltd,4,70,5fa3cb34,3335.76,21867.760000000002,1fee5650-096e-40fb-a369-665fc172ebfd,Contract,Duplicate Pattern,1.23,0
1159,Payment,2026-03-18 14:57:47.965097,2026-03-18 14:57:47.965097,29032,2,Green Solutions Pvt Ltd,15,65,34cb449f-60cf-4e98-a4ec-e32294b8ae4f,5225.76,34257.76,c3fd5555-3cd9-445d-b9aa-5975d702ccd5,None,Missing Doc,1.48,0
1160,Journal,2026-03-05 09:48:39.222326,2026-03-05 09:48:39.222326,45668,4,Apex Enterprises LLP,5,72,91145d78-7dea-4aae-9e1c-5ecf777aecc1,8220.24,53888.24,710de4d9-8515-4ced-9605-0eb9dd7cf9f1,None,Missing Doc,1.24,0
1161,Journal,2026-01-31 23:59:33.273537,2026-01-31 23:59:33.273537,43545,4,Om Sai Logistics Pvt Ltd,36,21,ade36e5d-57ed-4f91-baea-805ac0a7581a,7838.1,51383.1,d710b5d2-92a9-4d3f-a38a-e35d93284c8e,None,Missing Doc,1.22,0
1162,Receipt,2026-02-27 04:18:40.789594,2026-02-27 04:18:40.789594,249,2,Om Sai Traders Ltd,35,75,1cb0814e-1b22-4832-b123-b1766b73584d,44.82,293.82,9433f4ed-c66e-41ba-92e3-429b1dae42fc,Contract,Normal,0.0,0
1163,Receipt,2026-03-13 13:44:25.700036,2026-03-13 13:44:25.700036,12412,1,Apex Tech Ltd,34,36,d35afdb7-5b4b-48f8-a50d-a89e68dd0b4f,2234.16,14646.16,468fdfe7-5e2e-45fa-9c6e-5841d4dbb0fa,Invoice,Normal,0.0,0
1164,Receipt,2026-01-23 15:52:33.490626,2026-01-23 15:52:33.490626,30733,3,Green Enterprises Ltd,40,74,980773f6-b16b-48d1-8577-541ed25ffb08,5531.94,36264.94,e585f82c-b776-4fb5-8d2e-dbf0675f9d37,Invoice,Normal,0.0,0
1165,Payment,2026-01-17 05:14:55.034558,2026-01-17 05:14:55.034558,25238,2,Global Logistics Ltd,65,13,4a67f33e-b7ab-4881-9aff-20b98bf5eb77,4542.84,29780.84,af5da832-40e7-4195-b142-e0088185247d,None,Missing Doc,0.86,0
1166,Receipt,2026-03-06 00:35:48.393740,2026-03-06 06:35:48.393740,46084,4,Om Sai Logistics Ltd,47,24,417ba6c8-ba42-4fef-bfc1-5582dc8ab4f7,8295.12,54379.12,b00ba7c2-30d2-4ba8-b2e7-5874661e3dd6,None,"Odd Timing,Missing Doc",2.1,1
1167,Payment,2026-03-18 12:37:04.802049,2026-03-18 12:37:04.802049,33086,3,Om Sai Logistics Pvt Ltd,51,69,7970b672-ba94-49af-974c-00ff8804a7ce,5955.48,39041.479999999996,89191f78-d192-4b95-b37b-95a138b9004c,Contract,Normal,0.0,0
1168,Payment,2026-03-07 01:29:14.769220,2026-03-08 01:29:14.769220,45967,4,Om Sai Traders LLP,34,97,6ed9667d-6cb7-4704-bb92-5837299d5781,8274.06,54241.06,203e6c9d-3640-4aab-b7c6-464db2293be3,Contract,Backdated,1.16,0
1169,Receipt,2026-01-09 04:03:52.891888,2026-01-09 04:03:52.891888,28391,2,Om Sai Logistics Pvt Ltd,23,9,108a6216-287a-4ae9-87ef-0f1d731f98f0,5110.38,33501.38,0dee67b9-c750-4cac-bf0d-b9845e7da971,Contract,Normal,0.0,0
1170,Receipt,2026-04-10 12:06:22.709572,2026-04-10 12:06:22.709572,30833,3,Green Solutions Pvt Ltd,61,14,4107b0bf-f0b2-449c-b227-72696b1f1160,5549.94,36382.94,5fea6879-acf9-4b35-90dc-66034b749333,None,Missing Doc,1.48,0
1171,Payment,2026-02-05 13:32:47.144487,2026-02-05 13:32:47.144487,10668,1,Global Tech LLP,99,49,f48e34bc-cf9a-489c-ae0f-2133816fb6c2,1920.24,12588.24,1b8f47a8-848f-4bf1-af9f-e6c235265529,None,Missing Doc,1.18,0
1172,Receipt,2026-02-02 23:21:38.419997,2026-02-02 23:21:38.419997,45000,4,Global Tech LLP,23,33,f3300c5d-9f1a-477f-b15f-fbe3aefdb3b9,8100.0,53100.0,aef4ffdf-6b60-41e8-9164-cc316b53dbef,Contract,Rounded Amount,1.45,0
1173,Payment,2026-03-19 08:34:07.469395,2026-03-19 08:34:07.469395,31587,3,Green Enterprises Ltd,45,77,a2f58990-1a5a-460c-9a50-9ee79618f3d8,5685.66,37272.66,39cd3ec5-63a7-46d1-a724-8d16410a68e6,Contract,Normal,0.0,0
1174,Payment,2026-04-05 09:15:34.428068,2026-04-05 09:15:34.428068,29906,2,Green Solutions Pvt Ltd,2,22,250063be-c23f-48ac-a211-d93c07156765,5383.08,35289.08,12765e8d-463a-4d9f-8a0f-1b9abfc51c57,Invoice,Normal,0.0,0
1175,Payment,2026-01-20 10:22:29.085232,2026-01-20 10:22:29.085232,20094,2,Green Enterprises Ltd,8,40,2e9cf93f-364e-48c0-9765-a46969c41ffb,3616.92,23710.92,1ea23e61-a538-4f43-ad7f-45ba34be9342,Contract,Normal,0.0,0
1176,Journal,2026-04-17 02:27:45.184536,2026-04-17 02:27:45.184536,3757,3,Om Sai Enterprises Ltd,73,69,d69af6ff-bd0d-4f11-b9f6-f5b42b0f74a6,676.26,4433.26,7504a5de-50d1-4b05-8f42-0ade8845c3ee,Invoice,Normal,0.0,0
1177,Receipt,2026-01-14 17:21:31.566353,2026-01-16 17:21:31.566353,37553,3,Om Sai Logistics Ltd,73,81,c4c59226-22a0-47a1-bedb-221ddf9ab783,6759.54,44312.54,716f0861-876e-4abb-8d39-b77d242944f3,Contract,Backdated,1.22,0
1178,Payment,2026-04-10 03:03:52.648823,2026-04-12 03:03:52.648823,41009,4,Apex Traders LLP,44,39,238ef380-8126-4957-a53a-7b2d61fd5296,7381.62,48390.62,58076ef7-9ff1-4329-b4e5-d914bf664f4e,Contract,Backdated,1.37,0
1179,Payment,2026-04-16 13:55:57.203163,2026-04-16 13:55:57.203163,26384,2,Om Sai Logistics LTD,30,81,ef57597a-02b0-426f-9090-45639c56ac2d,4749.12,31133.12,507fa64b-131c-4d5b-ab9a-8606836f5e1f,Invoice,Normal,0.0,0
1180,Receipt,2026-01-02 05:41:14.881377,2026-01-02 05:41:14.881377,10779,1,Apex Logistics LLP,44,15,5cf85a1f-97f2-4d9a-86cb-ca16f1db9b8d,1940.22,12719.22,d72ad134-36cd-4450-b455-8f7a32037ac1,Contract,Normal,0.0,0
1181,Payment,2026-02-22 20:12:46.895240,2026-02-22 20:12:46.895240,10789,1,Apex Enterprises Ltd,76,93,b01a8efd-199b-4a37-be4b-03a1860b93c2,1942.02,12731.02,f020b91e-e39e-46df-94bc-0afe8179e04a,Contract,Normal,0.0,0
